Speaker,Utterance,Intent,Slot_Names,Slot_Values
HUMAN,pata,ack,,
HUMAN,"Bilkul , j_restaurant j_restaurant_address par hai
",hello,,
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,<SILENCE>,silence,,
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,expensive,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"south of town me frankie_and_bennys ek achaa jagah hai aur prices expensive hai
",inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"aap ek greek restaurant ke liye dekh rahe hain sahi ?
",expl-conf,food,greek
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but greek food serve karne vala koi restaurant nahi hain .
",canthelp,food,greek
HUMAN,<SILENCE>,silence,,
BOT,"frankie_and_bennys ek badiya restaurant hai
",offer,name,frankie and bennys
HUMAN,pata,ack,,
BOT,"Bilkul , frankie_and_bennys frankie_and_bennys_address par hai
",inform,phone,01223 412430
HUMAN,khana,thankyou,,
BOT,"Sorry , but greek food serve karne vala koi restaurant nahi hain .
",canthelp,food,greek
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,expensive restaurants,inform,area,south
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,parvah nahin,inform,this,dontcare
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,sea food,inform,food,seafood
HUMAN,<SILENCE>,silence,,
BOT,"la_raza cheap range mein hai
",inform,pricerange,cheap
HUMAN,fir se,inform,area,east
BOT,"da_vinci_pizzeria cheap range mein hai
",inform,pricerange,cheap
HUMAN,sea food,inform,food,seafood
BOT,"la_raza cheap range mein hai
",inform,pricerange,cheap
HUMAN,pata,ack,,
BOT,"la_raza ek badiya restaurant hai
",offer,name,la raza
HUMAN,pata,ack,,
BOT,"Bilkul , la_raza la_raza_address par hai
",inform,addr,4 - 6 rose crescent
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,moderately priced restaurant,inform,pricerange,moderate
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,east,affirm,,
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,parvah nahin,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"east of town me pizza_hut_fen_ditton ek achaa jagah hai aur prices moderate hai
",inform,area,east
HUMAN,pata,ack,,
BOT,"Bilkul , pizza_hut_fen_ditton pizza_hut_fen_ditton_address par hai
",inform,addr,jesus lane fen ditton
HUMAN,phone number,ack,,
BOT,"pizza_hut_fen_ditton ek badiya restaurant hai
",offer,name,pizza hut fen ditton
HUMAN,phone number,ack,,
BOT,"pizza_hut_fen_ditton ka phone number hai pizza_hut_fen_ditton_phone
",inform,phone,01223 323737
HUMAN,post code,affirm,,
BOT,"pizza_hut_fen_ditton ka post code pizza_hut_fen_ditton_post_code hain
",inform,phone,01223 323737
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,moderately priced restaurant,inform,pricerange,moderate
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,south,inform,area,south
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,parvah nahin,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"south of town me restaurant_alimentum ek achaa jagah hai aur prices moderate hai
",inform,area,south
HUMAN,phone number,ack,,
BOT,"restaurant_alimentum ka phone number hai restaurant_alimentum_phone
",inform,phone,01223 413000
HUMAN,post code,affirm,,
BOT,"restaurant_alimentum ka post code hai restaurant_alimentum_post_code
",inform,phone,01223 413000
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,cheap,inform,pricerange,cheap
BOT,"Sorry but koi bhi restaurant cuban food serve nahi kar raha hai
",canthelp,food,cuban
HUMAN,chinese,inform,food,chinese
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,<SILENCE>,silence,,
HUMAN,<SILENCE>,silence,,
BOT,"charlie_chan chinese food serve karta hai cheap range me
",inform,pricerange,cheap
HUMAN,pata,ack,,
BOT,"charlie_chan ek badiya restaurant hai
",offer,name,charlie chan
HUMAN,pata,ack,,
BOT,"Bilkul , charlie_chan charlie_chan_address par hai
",inform,phone,01223 361763
HUMAN,phone number,ack,,
BOT,"charlie_chan ka phone number hai charlie_chan_phone
",inform,phone,01223 361763
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,moderately priced restaurant,inform,pricerange,moderate
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,west,inform,area,west
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,parvah nahin,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"west of town me prezzo ek achaa jagah hai aur prices moderate hai
",inform,area,west
HUMAN,inaudible,thankyou,,
BOT,"west of town me saint_johns_chop_house ek achaa jagah hai aur prices moderate hai
",inform,area,west
HUMAN,pata,ack,,
BOT,"Bilkul , saint_johns_chop_house saint_johns_chop_house_address par hai
",inform,phone,01223 353110
HUMAN,<SILENCE>,silence,,
BOT,"saint_johns_chop_house ek badiya restaurant hai
",offer,name,saint johns chop house
HUMAN,pata,ack,,
BOT,"Bilkul , saint_johns_chop_house saint_johns_chop_house_address par hai
",inform,phone,01223 353110
HUMAN,<SILENCE>,silence,,
BOT,"saint_johns_chop_house ek badiya restaurant hai
",offer,name,saint johns chop house
HUMAN,phone number,ack,,
BOT,"saint_johns_chop_house ka phone number hai saint_johns_chop_house_phone
",inform,phone,01223 353110
HUMAN,pata,ack,,
BOT,"Bilkul , saint_johns_chop_house saint_johns_chop_house_address par hai
",inform,phone,01223 353110
HUMAN,thank you goodbye,bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,Main corsica food serve karnewala ek expensive restaurant dhundna chahta hoon .,inform,area,dontcare
BOT,"I'm sorry but koi bhi restaurant corsica food serve nahi karta hai
",canthelp,food,corsica
HUMAN,north_american kaisa rahega,inform,area,north
HUMAN,<SILENCE>,silence,,
BOT,"shiraz_restaurant expensive range mein hai
",inform,pricerange,expensive
HUMAN,khana,thankyou,,
BOT,"eraina expensive range mein hai
",inform,pricerange,expensive
HUMAN,koi alternative hai kya,request,slot,addr
BOT,"eraina ek badiya restaurant hai
",offer,name,eraina
HUMAN,oh fir phone number kya hai,request,slot,phone
BOT,"eraina ka phone number hai eraina_phone
",inform,phone,01223 368786
HUMAN,post code kya hain,request,slot,postcode
BOT,"eraina ka post code hain eraina_post_code
",inform,phone,01223 368786
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,west part of town mein moderately priced restaurant,inform,area,west
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,parvah nahin,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"west of town me prezzo ek achaa jagah hai aur prices moderate hai
",inform,area,west
HUMAN,aur kuchh,affirm,,
BOT,"west of town me saint_johns_chop_house ek achaa jagah hai aur prices moderate hai
",inform,area,west
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,town ka west part,inform,area,west
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,<SILENCE>,silence,,
HUMAN,<SILENCE>,silence,,
BOT,"west nagar me is la_margherita acha jagah tha
",inform,area,west
HUMAN,moderately priced restaurant,inform,pricerange,moderate
HUMAN,<SILENCE>,silence,,
BOT,"west nagar me is cambridge_lodge_restaurant acha jagah tha
",inform,area,west
HUMAN,<SILENCE>,silence,,
BOT,"west nagar me is travellers_rest acha jagah tha
",inform,area,west
HUMAN,thank you goodbye,bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,Main north part of town mein ek moderately priced restaurant dekhna chahta hoon .,inform,area,west
BOT,"Kya aapne kaha ki aap town ki north me restaurant dekh rahe hain ?
",expl-conf,area,north
HUMAN,yes,request,slot,addr
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,aur moderate mulya ka,inform,pricerange,moderate
HUMAN,<SILENCE>,silence,,
BOT,"north of town me the_nirala ek achaa jagah hai aur prices moderate hai
",inform,area,north
HUMAN,aur kuch,repeat,,
BOT,"north of town me meghna ek achaa jagah hai aur prices moderate hai
",inform,area,north
HUMAN,phone number aur post code kya hai,request,slot,phone
BOT,"meghna ka phone number hai meghna_phone
",inform,phone,01223 727410
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,jamaican food,inform,food,jamaican
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,jamaican,inform,food,jamaican
BOT,"Sorry , aapko jamaican food chahiye or aap care nahi karte ?
",select,food,jamaican
HUMAN,Mein south part of town mein ek restaurant dundh raha hun jo chinese food serve karta ho .,inform,area,east
BOT,"Sorry , but koi bhi restaurant jamaican food serve nahi karta hai
",canthelp,food,jamaican
HUMAN,nahin chinese,inform,area,south
BOT,"Sorry kya aap world or jamaican food pasand karege ?
",select,food,jamaican
HUMAN,mujhe chinese food pasand hai,hello,,
BOT,"Aap ek chinese restaurant dhundh rahe hai ?
",expl-conf,food,chinese
HUMAN,yes,request,slot,addr
BOT,"Kya aap cheap , moderate , ya expensive price range mein kuchh pasand karenge ?
",request,slot,pricerange
HUMAN,mujhe parvah nahi hain,inform,this,dontcare
BOT,"good luck chinese food takeaway ek accha place hain south of town mein jo tasty chinese food serve karta hain
",inform,area,south
HUMAN,Address aur price range kya hain,request,slot,pricerange
BOT,"good luck chinese food takeaway ka pata hain the_good_luck_chinese_food_takeaway_address
",inform,phone,01223 244149
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,Muje east part of town me moderately priced restaurant pasand hoga .,inform,pricerange,moderate
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,mujhe parvah nahi hain,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"east of town me pizza_hut_fen_ditton ek achaa jagah hai aur prices moderate hai
",inform,area,east
HUMAN,address aur phone number kya hai,request,slot,phone
BOT,"pizza_hut_fen_ditton ka phone number hai pizza_hut_fen_ditton_phone
",inform,phone,01223 323737
HUMAN,woh kis type ka food serve karte hain,request,slot,food
BOT,"pizza_hut_fen_ditton italian khana serve karte hain
",inform,food,italian
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,mein east part of town meh expensive restaurant doond raha hoon,inform,pricerange,expensive
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,mujhe parvah nahi hain,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"east of town me grafton_hotel_restaurant ek achaa jagah hai aur prices expensive hai
",inform,area,east
HUMAN,wahan kis tarah ka khana hai,inform,area,north
BOT,"grafton_hotel_restaurant ek badiya restaurant hai
",offer,name,grafton hotel restaurant
HUMAN,kis prakar ka food,inform,name,venue
BOT,"grafton_hotel_restaurant british khana serve karte hain
",inform,food,british
HUMAN,address kya hai,request,slot,addr
BOT,"Bilkul , grafton_hotel_restaurant grafton_hotel_restaurant_address par hai
",inform,addr,grafton hotel 619 newmarket road fen ditton
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,main ek expensive restaurant dhoond raha hoon shehar ke east mein,inform,pricerange,expensive
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,mujhe parvah nahi hain,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"east of town me sitar_tandoori ek achaa jagah hai aur prices expensive hai
",inform,area,east
HUMAN,address aur post code kya hai,request,slot,addr
BOT,"sitar_tandoori sitar_tandoori_address me hai
",inform,phone,01223 249955
HUMAN,post code kya hai,request,slot,postcode
BOT,"sitar_tandoori ka post code hai sitar_tandoori_post_code
",inform,phone,01223 249955
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,chinese,inform,food,chinese
BOT,"sorry kya aap west ya phir centre me kuch try karna chahege ?
",select,area,centre
HUMAN,nahin new selection,reqalts,,
BOT,"Kya aapne kaha ki aap town ki west me restaurant dekh rahe hain ?
",expl-conf,area,west
HUMAN,nahin main town ki south mein dekh raha hoon,inform,area,south
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,Main chinese food dhundh raha hoon,inform,food,chinese
BOT,"Kya aap cheap , moderate , ya expensive price range mein kuchh pasand karenge ?
",request,slot,pricerange
HUMAN,mujhe parvah nahi hain,inform,this,dontcare
BOT,"good luck chinese food takeaway ek accha place hain south of town mein jo tasty chinese food serve karta hain
",inform,area,south
HUMAN,agala,thankyou,,
HUMAN,<SILENCE>,silence,,
BOT,"the_lucky_star ek acha place in the south of town jo tasty chinese food serve karte hai
",inform,area,south
HUMAN,agala,thankyou,,
BOT,"peking_restaurant ek acha place in the south of town jo tasty chinese food serve karte hai
",inform,area,south
HUMAN,agala,thankyou,,
BOT,"Sorry , lekin koi aur chinese restaurant south of town mein nahi hain .
",canthelp.exception,name,peking restaurant
HUMAN,phone number,ack,,
BOT,"peking_restaurant ek badiya restaurant hai
",offer,name,peking restaurant
HUMAN,phone number,ack,,
BOT,"peking_restaurant ka phone number hai peking_restaurant_phone
",inform,phone,01223 354755
HUMAN,theek thank you good bye,bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,indian food ke baare mein kya khayaal hai,reqalts,,
BOT,"Sorry , par traditional food serve karnewala koi bhi restaurant nahin hai .
",canthelp,food,traditional
HUMAN,indian food,inform,food,indian
BOT,"Kya aap cheap , moderate , ya expensive price range mein kuchh pasand karenge ?
",request,slot,pricerange
HUMAN,koye parva nahe,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"curry_prince ek acha place in the east of town jo tasty indian food serve karte hai
",inform,area,east
HUMAN,address kya hai,request,slot,addr
BOT,"Bilkul , curry_prince curry_prince_address par hai
",inform,phone,01223 566388
HUMAN,Phone number kya hain,request,slot,phone
BOT,"curry_prince ka phone number hai curry_prince_phone
",inform,phone,01223 566388
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,french food ke baare mein kya khayaal hai,inform,food,french
BOT,"Sorry , world food koi restaurant nahi serve karta .
",canthelp,food,world
HUMAN,french food ke baare mein kya khayaal hai,inform,food,french
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_two_two french khana serve karte hain
",inform,food,french
HUMAN,address kya hai,request,slot,addr
BOT,"Bilkul , restaurant_two_two restaurant_two_two_address par hai
",inform,phone,01223 351880
HUMAN,Phone number kya hain,request,slot,phone
BOT,"restaurant_two_two ka phone number hai restaurant_two_two_phone
",inform,phone,01223 351880
HUMAN,thank you goodbye,bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,vietnamese food ke baare mein kya khayaal hai,inform,food,vietnamese
BOT,"Sorry , but romanian food serve karne wala koi restaurant nahi hai
",canthelp,food,romanian
HUMAN,vietnamese food ke baare mein kya khayaal hai,inform,food,vietnamese
BOT,"Aap ek vietnamese restaurant dhundh rahe hai ?
",expl-conf,food,vietnamese
HUMAN,yes,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"thanh_binh vietnamese khana serve karte hain
",inform,food,vietnamese
HUMAN,address kya hai,request,slot,addr
BOT,"Bilkul , thanh_binh thanh_binh_address par hai
",inform,phone,01223 362456
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,portuguese food ke baare mein kya khayaal hai,reqalts,,
BOT,"sorry but yahan koi bhi restaurant malaysian food serve nahin karta hai
",canthelp,food,malaysian
HUMAN,portuguese food ke baare mein kya khayaal hai,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"south nagar me is restaurant_alimentum acha jagah tha
",inform,area,south
HUMAN,kya yeh portuguese food serve karta hain,inform,food,portuguese
HUMAN,<SILENCE>,silence,,
BOT,"nandos ek acha place in the south of town jo tasty portuguese food serve karte hai
",inform,area,south
HUMAN,Phone number kya hain,request,slot,phone
BOT,"nandos ka phone number hai nandos_phone
",inform,phone,01223 327908
HUMAN,address kya hai,request,slot,addr
HUMAN,"Bilkul , nandos nandos_address par hai
",request,slot,phone
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,mein town ke center mein restaurant dekh raha hoon jo african food serve karta hai,inform,area,centre
HUMAN,<SILENCE>,silence,,
BOT,"bedouin ek acha place in the centre of town jo tasty african food serve karte hai
",inform,area,centre
HUMAN,address kya hai,request,slot,addr
BOT,"Bilkul , bedouin bedouin_address par hai
",inform,addr,100 mill road city centre
HUMAN,Phone number kya hain,request,slot,phone
BOT,"bedouin ka phone number hai bedouin_phone
",inform,phone,01223 367660
HUMAN,post code kya hai,request,slot,postcode
BOT,"bedouin ka post code bedouin_post_code hain
",inform,postcode,c.b 1
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,west mein moderately priced,inform,pricerange,moderate
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,west,inform,area,west
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,koi bhi,inform,food,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"west of town me saint_johns_chop_house ek achaa jagah hai aur prices moderate hai
",inform,area,west
HUMAN,phone number,ack,,
BOT,"saint_johns_chop_house ek badiya restaurant hai
",offer,name,saint johns chop house
HUMAN,Phone number kya hain,request,slot,phone
BOT,"saint_johns_chop_house ka phone number hai saint_johns_chop_house_phone
",inform,phone,01223 353110
HUMAN,post code,affirm,,
BOT,"saint_johns_chop_house ka post code saint_johns_chop_house_post_code hai .
",inform,phone,01223 353110
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,international food east part of town mein,inform,area,east
BOT,"Sorry , par traditional food serve karnewala koi bhi restaurant nahin hai .
",canthelp,food,traditional
HUMAN,international food,inform,food,international
HUMAN,<SILENCE>,silence,,
BOT,"the_missing_sock ek acha place in the east of town jo tasty international food serve karte hai
",inform,area,east
HUMAN,pata,ack,,
BOT,"the_missing_sock ek badiya restaurant hai
",offer,name,the missing sock
HUMAN,pata,ack,,
BOT,"the_missing_sock ka phone number hai the_missing_sock_phone
",inform,phone,01223 812660
HUMAN,post code,affirm,,
BOT,"the_missing_sock ka post code hain the_missing_sock_post_code
",inform,phone,01223 812660
HUMAN,<SILENCE>,silence,,
BOT,"the_missing_sock ek badiya restaurant hai
",offer,name,the missing sock
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,Main tuscan food serve karnewala ek moderately priced restaurant dhund raha hoon .,inform,pricerange,moderate
BOT,"sorry but yahan koi bhi restaurant tuscan food serve nahin karta hai
",canthelp,food,tuscan
HUMAN,uh gastropub ke baare me kya khayal hai ?,inform,food,gastropub
HUMAN,<SILENCE>,silence,,
BOT,"riverside_brasserie moderate range mein hai
",inform,pricerange,moderate
HUMAN,aur gastropub meh,confirm,area,east
BOT,"Aap ek gastropub restaurant dhundh rahe hai ?
",expl-conf,food,gastropub
HUMAN,yes,request,slot,addr
BOT,"cow pizza kitchen aur bar gastropub food serve karta hai moderate price range mein
",inform,pricerange,moderate
HUMAN,okay address phone number aur area kya hai,request,slot,addr
BOT,"cow pizza kitchen and bar ka phone number the_cow_pizza_kitchen_and_bar_phone hai .
",inform,phone,01223 308871
HUMAN,area kaun sa hai,inform,this,dontcare
BOT,"centre of town meh cow pizza kitchen aur bar achaa place hai
",inform,area,centre
HUMAN,theek hai thank you bye,bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,indonesian food ko serve karne vala cheap restaurant chahiye,inform,area,east
BOT,"aap ek indonesian restaurant ke liye dekh rahe hai right ?
",expl-conf,food,indonesian
HUMAN,indian kaisa rahega,inform,food,indian
BOT,"Sorry , but indonesian food serve karnewala koi bhi restaurant nahi hai .
",canthelp,food,indonesian
HUMAN,indian kaisa rahega,inform,food,indian
HUMAN,<SILENCE>,silence,,
BOT,"mahal_of_cambridge indian food serve karta hai cheap range me
",inform,pricerange,cheap
HUMAN,address kya hai,request,slot,addr
BOT,"Bilkul , mahal_of_cambridge mahal_of_cambridge_address par hai
",inform,addr,3 - 5 millers yard mill lane
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,mein east part of town meh uss expensive meh ek restaurant ko doond raha hoon,inform,area,east
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,koi bath nahi,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"east of town me sitar_tandoori ek achaa jagah hai aur prices expensive hai
",inform,area,east
HUMAN,address kya hai,request,slot,addr
BOT,"Bilkul , sitar_tandoori sitar_tandoori_address par hai
",inform,phone,01223 249955
HUMAN,post code kya hai,request,slot,postcode
BOT,"sitar_tandoori ka post code hai sitar_tandoori_post_code
",inform,phone,01223 249955
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,british food kaisa rahega,inform,food,british
BOT,"sorry but yahan koi bhi restaurant malaysian food serve nahin karta hai
",canthelp,food,malaysian
HUMAN,british food ke baare mein kya khayaal hai,confirm,food,british
HUMAN,<SILENCE>,silence,,
BOT,"the_slug_and_lettuce expensive range mein hai
",inform,pricerange,expensive
HUMAN,veh kis type ka food serve karte hai,request,slot,food
BOT,"the_slug_and_lettuce gastropub khana serve karte hain
",inform,food,gastropub
HUMAN,nahin british food,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"graffiti british food serve karta hai expensive range me
",inform,pricerange,expensive
HUMAN,phone number kya hain,request,slot,phone
BOT,"graffiti ka phone number hai graffiti_phone
",inform,phone,01223 277977
HUMAN,"Thank you , good bye .",bye,,
