,0,1,2,3,4
10762,HUMAN,phone number,ack,,
10763,BOT,"The phone number of peking_restaurant is peking_restaurant_phone
",inform,phone,01223 354755
10764,HUMAN,thank you good bye,bye,,
10765,BOT," you are welcome
",bye,,
10766,HUMAN,<SILENCE>,silence,,
10767,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10768,HUMAN,price,request,slot,addr
10769,BOT,"What part of town do you have in mind ?
",request,slot,area
10770,HUMAN,north,inform,area,north
10771,HUMAN,<SILENCE>,silence,,
10772,BOT,"royal_spice is a nice place in the north of town
",inform,area,north
10773,HUMAN,address,ack,,
10774,BOT,"royal_spice is a great restaurant
",offer,name,royal spice
10775,HUMAN,address,ack,,
10776,BOT,"Sure , royal_spice is on royal_spice_address
",inform,phone,01733 553355
10777,HUMAN,phone number,ack,,
10778,BOT,"golden_wok is a nice place in the north of town
",inform,area,north
10779,HUMAN,phone number,ack,,
10780,BOT,"royal_spice is a nice place in the north of town
",inform,area,north
10781,HUMAN,address,ack,,
10782,BOT,"royal_spice is a great restaurant
",offer,name,royal spice
10783,HUMAN,phone number,ack,,
10784,BOT,"The phone number of royal_spice is royal_spice_phone
",inform,phone,01733 553355
10785,HUMAN,thank you goodbye,bye,,
10786,BOT," you are welcome
",bye,,
10787,HUMAN,<SILENCE>,silence,,
10788,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10789,HUMAN,restaurant in center,inform,area,centre
10790,BOT,"What kind of food would you like ?
",request,slot,food
10791,HUMAN,malaysian food,inform,food,malaysian
10792,BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
10793,HUMAN,malaysian food,inform,food,malaysian
10794,BOT,"You are looking for a malaysian restaurant right ?
",expl-conf,food,malaysian
10795,HUMAN,yes,request,slot,addr
10796,BOT,"I'm sorry but there is no restaurant serving malaysian food
",canthelp,food,malaysian
10797,HUMAN,british food,inform,food,british
10798,BOT,"Did you say you are looking for a restaurant in the centre of town ?
",expl-conf,area,centre
10799,HUMAN,yes,request,slot,addr
10800,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
10801,HUMAN,thank you good bye,bye,,
10802,BOT," you are welcome
",bye,,
10803,HUMAN,<SILENCE>,silence,,
10804,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10805,HUMAN,restaurant in the south part of town,inform,area,south
10806,BOT,"What kind of food would you like ?
",request,slot,food
10807,HUMAN,irish food,confirm,food,irish
10808,BOT,"I'm sorry but there is no restaurant serving irish food
",canthelp,food,irish
10809,HUMAN,indian type of food,inform,food,indian
10810,BOT,"You are looking for a irish restaurant right ?
",expl-conf,food,irish
10811,HUMAN,indian food,inform,food,indian
10812,HUMAN,<SILENCE>,silence,,
10813,BOT,"taj_tandoori is a nice place in the south of town serving tasty indian food
",inform,area,south
10814,HUMAN,phone number,ack,,
10815,BOT,"taj_tandoori is a great restaurant
",offer,name,taj tandoori
10816,HUMAN,what is the phone number,request,slot,phone
10817,BOT,"The phone number of taj_tandoori is taj_tandoori_phone
",inform,phone,01223 412299
10818,HUMAN,thank you good bye,bye,,
10819,BOT," you are welcome
",bye,,
10820,HUMAN,<SILENCE>,silence,,
10821,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10822,HUMAN,a moderately priced restaurant in the south part of town,inform,area,south
10823,BOT,"What kind of food would you like ?
",request,slot,food
10824,HUMAN,i do not care,ack,,
10825,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
10826,HUMAN,correct,reqalts,,
10827,HUMAN,<SILENCE>,silence,,
10828,BOT,"pizza_hut_cherry_hinton is a nice place in the south of town and the prices are moderate
",inform,area,south
10829,HUMAN,is there anything else,repeat,,
10830,BOT,"restaurant_alimentum is a nice place in the south of town and the prices are moderate
",inform,area,south
10831,HUMAN,may i have the address and phone number please,request,slot,addr
10832,BOT,"The phone number of restaurant_alimentum is restaurant_alimentum_phone
",inform,phone,01223 413000
10833,HUMAN,thank you good bye,bye,,
10834,BOT," you are welcome
",bye,,
10835,HUMAN,<SILENCE>,silence,,
10836,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10837,HUMAN,price over food west part of town,inform,area,west
10838,BOT,"What part of town do you have in mind ?
",request,slot,area
10839,HUMAN,class over,inform,food,crossover
10840,BOT,"What kind of food would you like ?
",request,slot,food
10841,HUMAN,cross over,inform,food,crossover
10842,HUMAN,<SILENCE>,silence,,
10843,BOT,"maharajah_tandoori_restaurant is a nice place in the west of town
",inform,area,west
10844,HUMAN,may i have the phone number,request,slot,phone
10845,BOT,"The phone number of maharajah_tandoori_restaurant is maharajah_tandoori_restaurant_phone
",inform,phone,01223 358399
10846,HUMAN,<SILENCE>,silence,,
10847,BOT,"Let me confirm , You are looking for a restaurant in the cheap price range right ?
",expl-conf,pricerange,cheap
10848,HUMAN,yes,request,slot,addr
10849,BOT,"la_margherita is a nice place in the west of town and the prices are cheap
",inform,area,west
10850,HUMAN,may i have the phone number please,request,slot,phone
10851,BOT,"The phone number of la_margherita is la_margherita_phone
",inform,phone,01223 315232
10852,HUMAN,thank you good bye,bye,,
10853,BOT," you are welcome
",bye,,
10854,HUMAN,<SILENCE>,silence,,
10855,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10856,HUMAN,<SILENCE>,silence,,
10857,BOT,"What part of town do you have in mind ?
",request,slot,area
10858,HUMAN,uh i want cantonese food,inform,food,cantonese
10859,HUMAN,<SILENCE>,silence,,
10860,BOT,"thanh_binh serves vietnamese food
",inform,food,vietnamese
10861,HUMAN,cantonese,inform,food,cantonese
10862,BOT,"I'm sorry but there is no restaurant serving cantonese food
",canthelp,food,cantonese
10863,HUMAN,how about thai food,confirm,food,thai
10864,BOT,"thanh_binh is a great restaurant
",offer,name,thanh binh
10865,HUMAN,what type of food,request,slot,food
10866,BOT,"thanh_binh serves vietnamese food
",inform,food,vietnamese
10867,HUMAN,whats the address and phone number,request,slot,phone
10868,BOT,"The phone number of thanh_binh is thanh_binh_phone
",inform,phone,01223 362456
10869,HUMAN,<SILENCE>,silence,,
10870,BOT,"thanh_binh is a great restaurant
",offer,name,thanh binh
10871,HUMAN,thank you good bye,bye,,
10872,BOT," you are welcome
",bye,,
10873,HUMAN,<SILENCE>,silence,,
10874,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10875,HUMAN,a moderate restaurant in the west part of town,inform,area,west
10876,BOT,"What kind of food would you like ?
",request,slot,food
10877,HUMAN,doesnt matter,inform,this,dontcare
10878,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
10879,HUMAN,yes,request,slot,addr
10880,BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
10881,HUMAN,right,reqalts,,
10882,HUMAN,<SILENCE>,silence,,
10883,BOT,"saint_johns_chop_house is a nice place in the west of town and the prices are moderate
",inform,area,west
10884,HUMAN,whats the phone number,request,slot,phone
10885,BOT,"The phone number of saint_johns_chop_house is saint_johns_chop_house_phone
",inform,phone,01223 353110
10886,HUMAN,thank you good bye,bye,,
10887,BOT," you are welcome
",bye,,
10888,HUMAN,<SILENCE>,silence,,
10889,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10890,HUMAN,cantonese food,inform,food,cantonese
10891,BOT,"You are looking for a vietnamese restaurant right ?
",expl-conf,food,vietnamese
10892,HUMAN,cantonese food,inform,food,cantonese
10893,BOT,"I'm sorry but there is no restaurant serving cantonese food
",canthelp,food,cantonese
10894,HUMAN,north_american food,inform,area,north
10895,BOT,"Did you say you are looking for a restaurant in the north of town ?
",expl-conf,area,north
10896,HUMAN,north_american type food,inform,food,north american
10897,BOT,"I'm sorry but there is no north_american restaurant in the north of town
",canthelp,"food, area","north american, north"
10898,HUMAN,any area,inform,area,dontcare
10899,BOT,"Did you say you are looking for a restaurant in the north of town ?
",expl-conf,area,north
10900,HUMAN,no,affirm,,
10901,BOT,"I'm sorry but there is no north_american restaurant in the north of town
",canthelp,"food, area","north american, north"
10902,HUMAN,south of town,inform,area,south
10903,BOT,"You are looking for a north_american restaurant right ?
",expl-conf,food,north american
10904,HUMAN,yes right,inform,this,dontcare
10905,BOT,"I'm sorry but there is no north_american restaurant in the south of town
",canthelp,"food, area","north american, south"
10906,HUMAN,east of town,inform,area,east
10907,BOT,"I'm sorry but there is no north_american restaurant in the east of town
",canthelp,"area, food","east, north american"
10908,HUMAN,west of town,inform,area,west
10909,BOT,"You are looking for a north_american restaurant right ?
",expl-conf,food,north american
10910,HUMAN,right,reqalts,,
10911,BOT,"I'm sorry but there is no north_american restaurant in the west of town
",canthelp,"food, area","north american, west"
10912,HUMAN,thank you good bye,bye,,
10913,BOT," you are welcome
",bye,,
10914,HUMAN,<SILENCE>,silence,,
10915,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10916,HUMAN,barbecue,inform,food,barbeque
10917,BOT,"What part of town do you have in mind ?
",request,slot,area
10918,HUMAN,east,affirm,,
10919,BOT,"Did you say you are looking for a restaurant in the east of town ?
",expl-conf,area,east
10920,HUMAN,yes,request,slot,addr
10921,BOT,"Let me confirm , You are looking for a restaurant in the cheap price range right ?
",expl-conf,pricerange,cheap
10922,HUMAN,right,reqalts,,
10923,HUMAN,<SILENCE>,silence,,
10924,BOT,"the_missing_sock is a nice place in the east of town and the prices are cheap
",inform,area,east
10925,HUMAN,fuck the_missing_sock,thankyou,,
10926,BOT,"the_missing_sock is a great restaurant
",offer,name,the missing sock
10927,HUMAN,can you do anything else beside repeat yourself,negate,,
10928,BOT,"Sorry but there is no other restaurant in the cheap price range and the east of town
",canthelp.exception,name,the missing sock
10929,HUMAN,barbecue food,inform,area,south
10930,BOT,"I'm sorry but there is no portuguese restaurant in the east of town
",canthelp,"food, area","portuguese, east"
10931,HUMAN,barbecue food,inform,area,south
10932,BOT,"Did you say you are looking for a restaurant in the east of town ?
",expl-conf,area,east
10933,HUMAN,no,affirm,,
10934,BOT,"Let me confirm , You are looking for a restaurant in the cheap price range right ?
",expl-conf,pricerange,cheap
10935,HUMAN,any price range,inform,area,dontcare
10936,BOT,"I'm sorry but there is no restaurant serving barbeque food
",canthelp,food,barbeque
10937,HUMAN,indian food,inform,food,indian
10938,BOT,"I'm sorry but there is no indian restaurant in the east of town and the cheap price range
",canthelp,"food, area, pricerange","indian, east, cheap"
10939,HUMAN,thank you,repeat,,
10940,BOT,"You are looking for a indian restaurant right ?
",expl-conf,food,indian
10941,HUMAN,thank you good bye,bye,,
10942,BOT," you are welcome
",bye,,
10943,HUMAN,<SILENCE>,silence,,
10944,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10945,HUMAN,id like to find a cheap restaurant in the west part of town,inform,pricerange,cheap
10946,BOT,"What kind of food would you like ?
",request,slot,food
10947,HUMAN,any thing,inform,this,dontcare
10948,HUMAN,<SILENCE>,silence,,
10949,BOT,"la_margherita is a nice place in the west of town and the prices are cheap
",inform,area,west
10950,HUMAN,whats the address,request,slot,addr
10951,HUMAN,"Sure , la_margherita is on la_margherita_address
",inform,name,la margherita
10952,HUMAN,and the phone number,inform,food,spanish
10953,BOT,"The phone number of la_margherita is la_margherita_phone
",inform,phone,01223 315232
10954,HUMAN,thank you good bye,bye,,
10955,BOT," you are welcome
",bye,,
10956,HUMAN,<SILENCE>,silence,,
10957,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10958,HUMAN,yea im looking for a really cheap restaurant in the east part of town,inform,area,east
10959,BOT,"What part of town do you have in mind ?
",request,slot,area
10960,HUMAN,east,affirm,,
10961,HUMAN,<SILENCE>,silence,,
10962,BOT,"the_missing_sock is a nice place in the east of town and the prices are cheap
",inform,area,east
10963,HUMAN,whats the address,request,slot,addr
10964,BOT,"Sure , the_missing_sock is on the_missing_sock_address
",inform,phone,01223 812660
10965,HUMAN,the phone,reqalts,,
10966,BOT," you are welcome
",bye,,
10967,HUMAN,<SILENCE>,silence,,
10968,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10969,HUMAN,what about international food,inform,food,international
10970,BOT,"I'm sorry but there is no restaurant serving panasian food
",canthelp,food,panasian
10971,HUMAN,uh international food,inform,food,international
10972,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
10973,HUMAN,repeat that,ack,,
10974,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
10975,HUMAN,any range is fine,inform,area,east
10976,BOT,"Let me confirm , You are looking for a restaurant and you dont care about the price range right ?
",expl-conf,pricerange,dontcare
10977,HUMAN,yes,request,slot,addr
10978,HUMAN,<SILENCE>,silence,,
10979,BOT,"bloomsbury_restaurant serves international food
",inform,food,international
10980,HUMAN,whats the phone number,request,slot,phone
10981,BOT,"The phone number of bloomsbury_restaurant is bloomsbury_restaurant_phone
",inform,phone,0871 942 9180
10982,HUMAN,whats the post code,request,slot,postcode
10983,BOT,"The post code of bloomsbury_restaurant is bloomsbury_restaurant_post_code
",inform,phone,0871 942 9180
10984,HUMAN,thank you good bye,bye,,
10985,BOT," you are welcome
",bye,,
10986,HUMAN,<SILENCE>,silence,,
10987,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
10988,HUMAN,im looking for a restaurant in the west park of town that serves australian food,inform,area,west
10989,BOT,"What kind of food would you like ?
",request,slot,food
10990,HUMAN,australian,inform,food,australian
10991,BOT,"I'm sorry but there is no restaurant serving australian food
",canthelp,food,australian
10992,HUMAN,how about vietnamese,inform,food,vietnamese
10993,HUMAN,<SILENCE>,silence,,
10994,BOT,"thanh_binh is a nice place in the west of town serving tasty vietnamese food
",inform,area,west
10995,HUMAN,can i get the phone number,request,slot,addr
10996,BOT,"The phone number of thanh_binh is thanh_binh_phone
",inform,phone,01223 362456
10997,HUMAN,thank you good bye,bye,,
10998,BOT," you are welcome
",bye,,
10999,HUMAN,<SILENCE>,silence,,
11000,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11001,HUMAN,im looking for a cheap restaurant in the north part of town,inform,area,north
11002,BOT,"Let me confirm , You are looking for a restaurant in the cheap price range right ?
",expl-conf,pricerange,cheap
11003,HUMAN,yes,request,slot,addr
11004,BOT,"What kind of food would you like ?
",request,slot,food
11005,HUMAN,any,inform,food,dontcare
11006,HUMAN,<SILENCE>,silence,,
11007,BOT,"da_vinci_pizzeria is a nice place in the north of town and the prices are cheap
",inform,area,north
11008,HUMAN,can i get the address,request,slot,addr
11009,BOT,"Sure , da_vinci_pizzeria is on da_vinci_pizzeria_address
",inform,phone,01223 351707
11010,HUMAN,thank you good bye,bye,,
11011,BOT," you are welcome
",bye,,
11012,HUMAN,<SILENCE>,silence,,
11013,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11014,HUMAN,how about british food,inform,food,british
11015,BOT,"I'm sorry but there is no restaurant serving singaporean food
",canthelp,food,singaporean
11016,HUMAN,british food,inform,food,british
11017,BOT,"What part of town do you have in mind ?
",request,slot,area
11018,HUMAN,any,inform,food,dontcare
11019,HUMAN,<SILENCE>,silence,,
11020,BOT,"grafton_hotel_restaurant serves british food in the expensive price range
",inform,pricerange,expensive
11021,HUMAN,can i get the phone number,request,slot,addr
11022,BOT,"The phone number of grafton_hotel_restaurant is grafton_hotel_restaurant_phone
",inform,phone,01223 241387
11023,HUMAN,thank you good bye,bye,,
11024,BOT," you are welcome
",bye,,
11025,HUMAN,<SILENCE>,silence,,
11026,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11027,HUMAN,how about european food,confirm,food,european
11028,BOT,"I'm sorry but there is no restaurant serving unusual food
",canthelp,food,unusual
11029,HUMAN,how about european food,confirm,food,european
11030,HUMAN,<SILENCE>,silence,,
11031,BOT,"sitar_tandoori is in the expensive price range
",inform,pricerange,expensive
11032,HUMAN,can i have the address phone number and area,request,slot,addr
11033,BOT,"The phone number of sitar_tandoori is sitar_tandoori_phone
",inform,phone,01223 249955
11034,HUMAN,thank you goodbye,bye,,
11035,BOT," you are welcome
",bye,,
11036,HUMAN,<SILENCE>,silence,,
11037,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11038,HUMAN,im looking for a restaurant in any area that serves russian food,inform,area,dontcare
11039,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
11040,HUMAN,yes,request,slot,addr
11041,BOT,"What kind of food would you like ?
",request,slot,food
11042,HUMAN,russian,inform,food,russian
11043,BOT,"I'm sorry but there is no restaurant serving russian food
",canthelp,food,russian
11044,HUMAN,north_american,inform,area,north
11045,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
11046,HUMAN,yes,request,slot,addr
11047,BOT,"You are looking for a north_american restaurant right ?
",expl-conf,food,north american
11048,HUMAN,yes,request,slot,addr
11049,HUMAN,<SILENCE>,silence,,
11050,BOT,"gourmet_burger_kitchen serves north_american food
",inform,food,north american
11051,HUMAN,can i get the address,request,slot,addr
11052,BOT,"Sure , gourmet_burger_kitchen is on gourmet_burger_kitchen_address
",inform,phone,01223 312598
11053,HUMAN,the phone number,request,slot,phone
11054,BOT,"The phone number of gourmet_burger_kitchen is gourmet_burger_kitchen_phone
",inform,phone,01223 312598
11055,HUMAN,and the price range,inform,area,east
11056,BOT,"gourmet_burger_kitchen is in the expensive price range
",inform,pricerange,expensive
11057,HUMAN,thank you good bye,bye,,
11058,BOT," you are welcome
",bye,,
11059,HUMAN,<SILENCE>,silence,,
11060,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11061,HUMAN,i want an expensive restaurant that serves sea food,inform,pricerange,expensive
11062,HUMAN,<SILENCE>,silence,,
11063,BOT,"loch_fyne serves seafood food in the expensive price range
",inform,pricerange,expensive
11064,HUMAN,could you repeat the name,negate,,
11065,BOT,"loch_fyne is a great restaurant
",offer,name,loch fyne
11066,HUMAN,what is the phone number,request,slot,phone
11067,BOT,"The phone number of loch_fyne is loch_fyne_phone
",inform,phone,01223 362433
11068,HUMAN,what is the area,request,slot,addr
11069,BOT,"loch_fyne is a nice place in the centre of town
",inform,area,centre
11070,HUMAN,thank you good bye,bye,,
11071,BOT," you are welcome
",bye,,
11072,HUMAN,<SILENCE>,silence,,
11073,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11074,HUMAN,how about italian food,inform,food,italian
11075,BOT,"I'm sorry but there is no restaurant serving polish food
",canthelp,food,polish
11076,HUMAN,italian food,inform,food,italian
11077,BOT,"What part of town do you have in mind ?
",request,slot,area
11078,HUMAN,it doesnt matter,inform,this,dontcare
11079,HUMAN,<SILENCE>,silence,,
11080,BOT,"don_pasquale_pizzeria serves italian food in the expensive price range
",inform,pricerange,expensive
11081,HUMAN,what is the address,request,slot,addr
11082,BOT,"Sure , don_pasquale_pizzeria is on don_pasquale_pizzeria_address
",inform,phone,01223 350106
11083,HUMAN,what is the phone number,request,slot,phone
11084,BOT,"The phone number of don_pasquale_pizzeria is don_pasquale_pizzeria_phone
",inform,phone,01223 350106
11085,HUMAN,what is the area,request,slot,addr
11086,BOT,"don_pasquale_pizzeria is a nice place in the centre of town
",inform,area,centre
11087,HUMAN,thank you goodbye,bye,,
11088,BOT," you are welcome
",bye,,
11089,HUMAN,<SILENCE>,silence,,
11090,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11091,HUMAN,how about european food,confirm,food,european
11092,BOT,"I'm sorry but there is no restaurant serving steakhouse food
",canthelp,food,steakhouse
11093,HUMAN,how about european food,confirm,food,european
11094,BOT,"You are looking for a european restaurant right ?
",expl-conf,food,european
11095,HUMAN,yes,request,slot,addr
11096,BOT,"What part of town do you have in mind ?
",request,slot,area
11097,HUMAN,doesnt matter,inform,this,dontcare
11098,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
11099,HUMAN,yes,request,slot,addr
11100,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
11101,HUMAN,it doesnt matter,inform,this,dontcare
11102,HUMAN,<SILENCE>,silence,,
11103,BOT,"hotel_du_vin_and_bistro serves european food
",inform,food,european
11104,HUMAN,what is the phone number,request,slot,phone
11105,BOT,"The phone number of hotel_du_vin_and_bistro is hotel_du_vin_and_bistro_phone
",inform,phone,01223 227330
11106,HUMAN,thank you goodbye,bye,,
11107,BOT," you are welcome
",bye,,
11108,HUMAN,<SILENCE>,silence,,
11109,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11110,HUMAN,im looking for a restaurant in the west part of town serving italian food,deny,area,west
11111,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
11112,HUMAN,doesnt matter,inform,this,dontcare
11113,BOT,"Sorry would you like something in the cheap price range or you dont care
",select,pricerange,cheap
11114,HUMAN,i dont care,inform,this,dontcare
11115,HUMAN,<SILENCE>,silence,,
11116,BOT,"prezzo is a nice place in the west of town serving tasty italian food
",inform,area,west
11117,HUMAN,what is the phone number,request,slot,phone
11118,BOT,"The phone number of prezzo is prezzo_phone
",inform,phone,01799 521260
11119,HUMAN,what is the address,request,slot,addr
11120,BOT,"Sure , prezzo is on prezzo_address
",inform,addr,21 - 24 northampton road
11121,HUMAN,what is the price range,request,slot,postcode
11122,BOT,"prezzo is in the moderate price range
",inform,pricerange,moderate
11123,HUMAN,thank you good bye,bye,,
11124,BOT," you are welcome
",bye,,
11125,HUMAN,<SILENCE>,silence,,
11126,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11127,HUMAN,<SILENCE>,silence,,
11128,BOT,"What part of town do you have in mind ?
",request,slot,area
11129,HUMAN,im looking for a moderately priced restaurant in the west part of town,inform,pricerange,moderate
11130,BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
11131,HUMAN,system,ack,,
11132,BOT,"What part of town do you have in mind ?
",request,slot,area
11133,HUMAN,west part of town,inform,area,west
11134,BOT,"Did you say you are looking for a restaurant in the west of town ?
",expl-conf,area,west
11135,HUMAN,yes,request,slot,addr
11136,HUMAN,<SILENCE>,silence,,
11137,BOT,"saint_johns_chop_house is a nice place in the west of town and the prices are moderate
",inform,area,west
11138,HUMAN,can i have the address and the phone number,request,slot,addr
11139,BOT,"The phone number of saint_johns_chop_house is saint_johns_chop_house_phone
",inform,phone,01223 353110
11140,HUMAN,can i have the address,request,slot,addr
11141,BOT,"Sure , saint_johns_chop_house is on saint_johns_chop_house_address
",inform,phone,01223 353110
11142,HUMAN,thank you good bye,bye,,
11143,BOT," you are welcome
",bye,,
11144,HUMAN,<SILENCE>,silence,,
11145,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11146,HUMAN,<SILENCE>,silence,,
11147,BOT,"What part of town do you have in mind ?
",request,slot,area
11148,HUMAN,any part of town,inform,area,dontcare
11149,BOT,"What kind of food would you like ?
",request,slot,food
11150,HUMAN,french,inform,food,french
11151,HUMAN,<SILENCE>,silence,,
11152,BOT,"restaurant_two_two serves french food
",inform,food,french
11153,HUMAN,can i have the phone number,request,slot,phone
11154,BOT,"The phone number of restaurant_two_two is restaurant_two_two_phone
",inform,phone,01223 351880
11155,HUMAN,thank you good bye,bye,,
11156,BOT," you are welcome
",bye,,
11157,HUMAN,<SILENCE>,silence,,
11158,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11159,HUMAN,im looking for a cheap restaurant in the west part of town,inform,pricerange,cheap
11160,BOT,"What kind of food would you like ?
",request,slot,food
11161,HUMAN,<SILENCE>,silence,,
11162,HUMAN,<SILENCE>,silence,,
11163,BOT,"thanh_binh is a nice place in the west of town and the prices are cheap
",inform,area,west
11164,HUMAN,can i have the phone number of the venue,inform,name,venue
11165,BOT,"The phone number of thanh_binh is thanh_binh_phone
",inform,phone,01223 362456
11166,HUMAN,thank you goodbye thank you goodbye,bye,,
11167,BOT," you are welcome
",bye,,
11168,HUMAN,<SILENCE>,silence,,
11169,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11170,HUMAN,<SILENCE>,silence,,
11171,BOT,"I'm sorry but there is no restaurant serving austrian food
",canthelp,food,austrian
11172,HUMAN,thank you good bye,bye,,
11173,BOT," you are welcome
",bye,,
11174,HUMAN,<SILENCE>,silence,,
11175,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11176,HUMAN,im looking for moderately priced restaurant serving austrian food,inform,pricerange,moderate
11177,HUMAN,<SILENCE>,silence,,
11178,BOT,"hotel_du_vin_and_bistro is in the moderate price range
",inform,pricerange,moderate
11179,HUMAN,how about gastropub type of food,negate,,
11180,BOT,"I'm sorry but there is no restaurant serving australian food
",canthelp,food,australian
11181,HUMAN,theres no such venue how about gastropub type of food,negate,,
11182,BOT,"The post code of hotel_du_vin_and_bistro is hotel_du_vin_and_bistro_post_code
",inform,phone,01223 227330
11183,HUMAN,can i have the phone number,request,slot,phone
11184,BOT,"The phone number of hotel_du_vin_and_bistro is hotel_du_vin_and_bistro_phone
",inform,phone,01223 227330
11185,HUMAN,thank you good bye,bye,,
11186,BOT," you are welcome
",bye,,
11187,HUMAN,<SILENCE>,silence,,
11188,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11189,HUMAN,im looking for a restaurant in the north part of town serving lebanese food,inform,area,north
11190,BOT,"You are looking for a lebanese restaurant right ?
",expl-conf,food,lebanese
11191,HUMAN,im looking for a restaurant in the north part of town serving italian food,inform,area,north
11192,BOT,"I'm sorry but there is no lebanese restaurant in the north of town
",canthelp,"food, area","lebanese, north"
11193,HUMAN,im looking for a restaurant in the north part of town serving italian type of food,inform,area,north
11194,BOT,"You are looking for a lebanese restaurant right ?
",expl-conf,food,lebanese
11195,HUMAN,no,affirm,,
11196,BOT,"I'm sorry but there is no lebanese restaurant in the north of town
",canthelp,"food, area","lebanese, north"
11197,HUMAN,thank you goodbye,bye,,
11198,BOT," you are welcome
",bye,,
11199,HUMAN,<SILENCE>,silence,,
11200,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
11201,HUMAN,im looking for a cheap restaurant serving modern_european type of food,inform,pricerange,cheap
11202,HUMAN,<SILENCE>,silence,,
