,0,1,2,3,4
13483,HUMAN,phone number,ack,,
13484,BOT,"sitar_tandoori is a great restaurant
",offer,name,sitar tandoori
13485,HUMAN,phone number,ack,,
13486,BOT,"The phone number of sitar_tandoori is sitar_tandoori_phone
",inform,phone,01223 249955
13487,HUMAN,type of food,request,slot,area
13488,BOT,"sitar_tandoori serves indian food
",inform,food,indian
13489,HUMAN,okay good bye,affirm,,
13490,BOT," you are welcome
",bye,,
13491,HUMAN,<SILENCE>,silence,,
13492,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13493,HUMAN,uh cheap restaurant,inform,pricerange,cheap
13494,BOT,"There are restaurants in the cheap price range . What type of food do you want ?
",impl-conf,pricerange,cheap
13495,HUMAN,i dont care,inform,this,dontcare
13496,BOT,"There are restaurants serving any kind of food in the cheap price range . What area would you like ?
",impl-conf,pricerange,cheap
13497,HUMAN,south part,inform,area,south
13498,BOT,"What part of town do you have in mind ?
",request,slot,area
13499,HUMAN,south of the town,inform,area,south
13500,BOT,"sorry , I can't hear you
",inform,pricerange,cheap
13501,HUMAN,im looking in the south of the town,inform,area,south
13502,HUMAN,<SILENCE>,silence,,
13503,BOT,"nandos is a nice place in the south of town and the prices are cheap
",inform,area,south
13504,HUMAN,next,thankyou,,
13505,BOT,"the_lucky_star is a nice place in the south of town and the prices are cheap
",inform,area,south
13506,HUMAN,next,thankyou,,
13507,BOT,"nandos is a nice place in the south of town and the prices are cheap
",inform,area,south
13508,HUMAN,next,thankyou,,
13509,BOT,"Sorry but there is no other restaurant in the cheap price range and the south of town
",canthelp.exception,name,the lucky star
13510,HUMAN,<SILENCE>,silence,,
13511,BOT,"nandos is a nice place in the south of town and the prices are cheap
",inform,area,south
13512,HUMAN,address,ack,,
13513,HUMAN,"Sure , nandos is on nandos_address
",request,slot,phone
13514,HUMAN,post code,affirm,,
13515,BOT,"The post code of nandos is nandos_post_code
",inform,postcode,c.b 1
13516,HUMAN,okay thank you good bye,bye,,
13517,BOT," you are welcome
",bye,,
13518,HUMAN,<SILENCE>,silence,,
13519,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13520,HUMAN,im looking for a restaurant that serves welsh food,inform,food,welsh
13521,BOT,"I'm sorry but there is no restaurant serving welsh food
",canthelp,food,welsh
13522,HUMAN,what about portuguese food,reqalts,,
13523,BOT,"Could you please repeat that ?
",repeat,,
13524,HUMAN,portuguese food,confirm,food,portuguese
13525,BOT,"There are restaurants serving portuguese food . What area do you want ?
",impl-conf,food,portuguese
13526,HUMAN,doesnt matter,inform,this,dontcare
13527,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
13528,HUMAN,<SILENCE>,silence,,
13529,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
13530,HUMAN,i dont care,inform,this,dontcare
13531,HUMAN,<SILENCE>,silence,,
13532,BOT,"nandos_city_centre serves portuguese food
",inform,food,portuguese
13533,HUMAN,what is the phone number,request,slot,phone
13534,BOT,"The phone number of nandos_city_centre is nandos_city_centre_phone
",inform,phone,01223 327908
13535,HUMAN,what is the address,request,slot,addr
13536,BOT,"Sure , nandos_city_centre is on nandos_city_centre_address
",inform,addr,33-34 saint andrews street
13537,HUMAN,thank you good bye,bye,,
13538,BOT," you are welcome
",bye,,
13539,HUMAN,<SILENCE>,silence,,
13540,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13541,HUMAN,im looking for a cheap restaurant in the north part of town,inform,area,north
13542,BOT,"There are restaurants in the cheap price range and the north of town . What type of food would you like ?
",impl-conf,area,north
13543,HUMAN,doesnt matter,inform,this,dontcare
13544,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
13545,HUMAN,yes,request,slot,addr
13546,HUMAN,<SILENCE>,silence,,
13547,BOT,"da_vinci_pizzeria is a nice place in the north of town and the prices are cheap
",inform,area,north
13548,HUMAN,what is the address,request,slot,addr
13549,BOT,"Sure , da_vinci_pizzeria is on da_vinci_pizzeria_address
",inform,phone,01223 351707
13550,HUMAN,what is the phone number,request,slot,phone
13551,BOT,"The phone number of da_vinci_pizzeria is da_vinci_pizzeria_phone
",inform,phone,01223 351707
13552,HUMAN,thank you good bye,bye,,
13553,BOT," you are welcome
",bye,,
13554,HUMAN,<SILENCE>,silence,,
13555,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13556,HUMAN,what about asian_oriental food,inform,food,asian oriental
13557,BOT,"I'm sorry but there is no restaurant serving christmas food
",canthelp,food,christmas
13558,HUMAN,asian_oriental food,inform,food,asian oriental
13559,BOT,"Could you please repeat that ?
",repeat,,
13560,HUMAN,asian_oriental food,inform,food,asian oriental
13561,HUMAN,<SILENCE>,silence,,
13562,BOT,"saigon_city is a nice place in the north of town serving tasty asian_oriental food
",inform,area,north
13563,HUMAN,what is the address,request,slot,addr
13564,BOT,"Sure , saigon_city is on saigon_city_address
",inform,phone,01223 356555
13565,HUMAN,what is the phone number,request,slot,phone
13566,BOT,"The phone number of saigon_city is saigon_city_phone
",inform,phone,01223 356555
13567,HUMAN,thank you good bye,bye,,
13568,BOT," you are welcome
",bye,,
13569,HUMAN,<SILENCE>,silence,,
13570,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13571,HUMAN,i want to find a restaurant in the east part of town that serves canapes foo,inform,area,east
13572,BOT,"There are restaurants in the east of town . What type of food do you want ?
",impl-conf,area,east
13573,HUMAN,no canapes,inform,food,canapes
13574,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
13575,HUMAN,no canapes,inform,food,canapes
13576,BOT,"Did you say you are looking for a restaurant in the east of town ?
",expl-conf,area,east
13577,HUMAN,yes a restaurant in the east of town serving canap,inform,area,east
13578,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
13579,HUMAN,i dont care,inform,this,dontcare
13580,HUMAN,<SILENCE>,silence,,
13581,BOT,"yu_garden is a nice place in the east of town
",inform,area,east
13582,HUMAN,does it serve canapes food,affirm,,
13583,BOT,"yu_garden is a great restaurant
",offer,name,yu garden
13584,HUMAN,does it serve canapes food,affirm,,
13585,BOT,"sorry , I can't hear you
",inform,pricerange,cheap
13586,HUMAN,okay what is the address,inform,area,east
13587,BOT,"Sure , yu_garden is on yu_garden_address
",inform,addr,529 newmarket road fen ditton
13588,HUMAN,what is the phone number,request,slot,phone
13589,BOT,"The phone number of yu_garden is yu_garden_phone
",inform,phone,01223 248882
13590,HUMAN,what is the post code,request,slot,postcode
13591,BOT,"The post code of yu_garden is yu_garden_post_code
",inform,phone,01223 248882
13592,HUMAN,thank you goodbye,bye,,
13593,BOT," you are welcome
",bye,,
13594,HUMAN,<SILENCE>,silence,,
13595,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13596,HUMAN,im looking for a restaurant that serves thai food and i dont care about the price,inform,pricerange,dontcare
13597,BOT,"You are looking for a thai restaurant right ?
",expl-conf,food,thai
13598,HUMAN,yes,request,slot,addr
13599,BOT,"There are restaurants serving thai in any price range . What area would you like ?
",impl-conf,pricerange,dontcare
13600,HUMAN,doesnt matter,inform,this,dontcare
13601,BOT,"What part of town do you have in mind ?
",request,slot,area
13602,HUMAN,i dont care,inform,this,dontcare
13603,HUMAN,<SILENCE>,silence,,
13604,BOT,"sala_thong serves thai food
",inform,food,thai
13605,HUMAN,is there anything else,repeat,,
13606,BOT,"bangkok_city serves thai food
",inform,food,thai
13607,HUMAN,what is the phone number,request,slot,phone
13608,BOT,"The phone number of bangkok_city is bangkok_city_phone
",inform,phone,01223 354382
13609,HUMAN,and what is the area,request,slot,addr
13610,BOT,"bangkok_city is a nice place in the centre of town
",inform,area,centre
13611,HUMAN,thank you good bye,bye,,
13612,BOT," you are welcome
",bye,,
13613,HUMAN,<SILENCE>,silence,,
13614,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13615,HUMAN,swedish food expensive,affirm,,
13616,BOT,"There are restaurants in the expensive price range . What type of food do you want ?
",impl-conf,pricerange,expensive
13617,HUMAN,swedish,inform,food,swedish
13618,BOT,"I'm sorry but there is no restaurant serving swedish food
",canthelp,food,swedish
13619,HUMAN,mediterranean,inform,food,mediterranean
13620,BOT,"Could you please repeat that ?
",repeat,,
13621,HUMAN,mediterranean,inform,food,mediterranean
13622,BOT,"There are restaurants serving mediterranean in the expensive price range . What area would you like ?
",impl-conf,pricerange,expensive
13623,HUMAN,any,inform,food,dontcare
13624,HUMAN,<SILENCE>,silence,,
13625,BOT,"la_mimosa serves mediterranean food in the expensive price range
",inform,pricerange,expensive
13626,HUMAN,address,ack,,
13627,BOT,"la_mimosa is a great restaurant
",offer,name,la mimosa
13628,HUMAN,address,ack,,
13629,BOT,"Sure , la_mimosa is on la_mimosa_address
",inform,addr,thompsons lane fen ditton
13630,HUMAN,phone number,ack,,
13631,BOT,"The phone number of la_mimosa is la_mimosa_phone
",inform,phone,01223 362525
13632,HUMAN,thank you good bye,bye,,
13633,BOT," you are welcome
",bye,,
13634,HUMAN,<SILENCE>,silence,,
13635,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13636,HUMAN,moderately priced in the west part of town,inform,pricerange,moderate
13637,BOT,"There are restaurants in the west of town . What type of food do you want ?
",impl-conf,area,west
13638,HUMAN,moderately priced,inform,pricerange,moderate
13639,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
13640,HUMAN,moderate,reqalts,,
13641,BOT,"There are restaurants in the moderate price range and the west of town . What type of food would you like ?
",impl-conf,area,west
13642,HUMAN,any,inform,food,dontcare
13643,HUMAN,<SILENCE>,silence,,
13644,BOT,"saint_johns_chop_house is a nice place in the west of town and the prices are moderate
",inform,area,west
13645,HUMAN,address,ack,,
13646,BOT,"Sure , saint_johns_chop_house is on saint_johns_chop_house_address
",inform,phone,01223 353110
13647,HUMAN,thank you good bye,bye,,
13648,BOT," you are welcome
",bye,,
13649,HUMAN,<SILENCE>,silence,,
13650,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13651,HUMAN,cheap italian,inform,pricerange,cheap
13652,BOT,"You are looking for a italian restaurant right ?
",expl-conf,food,italian
13653,HUMAN,cheap,inform,pricerange,cheap
13654,BOT,"There are restaurants serving italian in the cheap price range . What area would you like ?
",impl-conf,pricerange,cheap
13655,HUMAN,any,inform,food,dontcare
13656,HUMAN,<SILENCE>,silence,,
13657,BOT,"la_margherita serves italian food in the cheap price range
",inform,pricerange,cheap
13658,HUMAN,address,ack,,
13659,HUMAN,"Sure , la_margherita is on la_margherita_address
",inform,name,la margherita
13660,HUMAN,thank you good bye,bye,,
13661,BOT," you are welcome
",bye,,
13662,HUMAN,<SILENCE>,silence,,
13663,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13664,HUMAN,i need a restaurant that serves african food,inform,food,african
13665,BOT,"You are looking for a african restaurant right ?
",expl-conf,food,african
13666,HUMAN,yes,request,slot,addr
13667,HUMAN,<SILENCE>,silence,,
13668,BOT,"bedouin serves african food
",inform,food,african
13669,HUMAN,i need the address phone number and post code,request,slot,phone
13670,BOT,"The phone number of bedouin is bedouin_phone
",inform,phone,01223 367660
13671,HUMAN,whats the post code,request,slot,postcode
13672,BOT,"The post code of bedouin is bedouin_post_code
",inform,postcode,c.b 1
13673,HUMAN,okay thank you good bye,bye,,
13674,BOT," you are welcome
",bye,,
13675,HUMAN,<SILENCE>,silence,,
13676,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13677,HUMAN,i need a moderately priced restaurant in the south part of town,inform,area,south
13678,BOT,"There are restaurants in the moderate price range and the south of town . What type of food would you like ?
",impl-conf,area,south
13679,HUMAN,any,inform,food,dontcare
13680,HUMAN,<SILENCE>,silence,,
13681,BOT,"restaurant_alimentum is a nice place in the south of town and the prices are moderate
",inform,area,south
13682,HUMAN,whats the address,request,slot,addr
13683,BOT,"Sure , restaurant_alimentum is on restaurant_alimentum_address
",inform,phone,01223 413000
13684,HUMAN,and can you tell me the phone number,inform,name,venue
13685,BOT,"The phone number of restaurant_alimentum is restaurant_alimentum_phone
",inform,phone,01223 413000
13686,HUMAN,thank you good bye,bye,,
13687,BOT," you are welcome
",bye,,
13688,HUMAN,<SILENCE>,silence,,
13689,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13690,HUMAN,can i get a restaurant in the west part of town,inform,area,west
13691,BOT,"There are restaurants in the west of town . What type of food do you want ?
",impl-conf,area,west
13692,HUMAN,doesnt matter but it should be moderately priced,inform,this,dontcare
13693,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
13694,HUMAN,yes,request,slot,addr
13695,HUMAN,<SILENCE>,silence,,
13696,BOT,"saint_johns_chop_house is a nice place in the west of town and the prices are moderate
",inform,area,west
13697,HUMAN,whats the address,request,slot,addr
13698,BOT,"Sure , saint_johns_chop_house is on saint_johns_chop_house_address
",inform,phone,01223 353110
13699,HUMAN,and can you tell me the post code,request,slot,postcode
13700,BOT,"The post code of saint_johns_chop_house is saint_johns_chop_house_post_code
",inform,phone,01223 353110
13701,HUMAN,okay thank you good bye,bye,,
13702,BOT," you are welcome
",bye,,
13703,HUMAN,<SILENCE>,silence,,
13704,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13705,HUMAN,no,affirm,,
13706,BOT,"You are looking for a vietnamese restaurant right ?
",expl-conf,food,vietnamese
13707,HUMAN,no im looking for a cheap price range in the east part of town,inform,area,east
13708,HUMAN,<SILENCE>,silence,,
13709,BOT,"the_missing_sock is a nice place in the east of town and the prices are cheap
",inform,area,east
13710,HUMAN,whats the address,request,slot,addr
13711,BOT,"Sure , the_missing_sock is on the_missing_sock_address
",inform,phone,01223 812660
13712,HUMAN,thank you good bye,bye,,
13713,BOT," you are welcome
",bye,,
13714,HUMAN,<SILENCE>,silence,,
13715,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13716,HUMAN,i need a restaurant that serves halal food,inform,food,halal
13717,BOT,"I'm sorry but there is no restaurant serving halal food
",canthelp,food,halal
13718,HUMAN,uh okay how about indian food in the east part of town,inform,area,east
13719,BOT,"Could you please repeat that ?
",repeat,,
13720,HUMAN,how about indian food in the east part of town,inform,area,west
13721,HUMAN,<SILENCE>,silence,,
13722,BOT,"rajmahal is a nice place in the east of town serving tasty indian food
",inform,area,east
13723,HUMAN,whats the address,request,slot,addr
13724,BOT,"Sure , rajmahal is on rajmahal_address
",inform,addr,7 barnwell road fen ditton
13725,HUMAN,tell me the phone number,inform,name,venue
13726,BOT,"The phone number of rajmahal is rajmahal_phone
",inform,phone,01223 244955
13727,HUMAN,good bye thank you,thankyou,,
13728,BOT," you are welcome
",bye,,
13729,HUMAN,<SILENCE>,silence,,
13730,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13731,HUMAN,how about korean food,confirm,food,korean
13732,BOT,"I'm sorry but there is no restaurant serving romanian food
",canthelp,food,romanian
13733,HUMAN,how about korean food,confirm,food,korean
13734,HUMAN,<SILENCE>,silence,,
13735,BOT,"little_seoul serves korean food in the expensive price range
",inform,pricerange,expensive
13736,HUMAN,address,ack,,
13737,BOT,"Sure , little_seoul is on little_seoul_address
",inform,phone,01223 308681
13738,HUMAN,what area,inform,area,west
13739,BOT,"little_seoul is a nice place in the centre of town
",inform,area,centre
13740,HUMAN,thank you good bye,bye,,
13741,BOT," you are welcome
",bye,,
13742,HUMAN,<SILENCE>,silence,,
13743,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13744,HUMAN,i want a restaurant that is cheap and,inform,area,dontcare
13745,BOT,"There are restaurants in the cheap price range . What type of food do you want ?
",impl-conf,pricerange,cheap
13746,HUMAN,i want it in the north part of town,inform,area,north
13747,BOT,"There are restaurants in the cheap price range and the north of town . What type of food would you like ?
",impl-conf,area,north
13748,HUMAN,any,inform,food,dontcare
13749,HUMAN,<SILENCE>,silence,,
13750,BOT,"da_vinci_pizzeria is a nice place in the north of town and the prices are cheap
",inform,area,north
13751,HUMAN,what is the address,request,slot,addr
13752,BOT,"Sure , da_vinci_pizzeria is on da_vinci_pizzeria_address
",inform,phone,01223 351707
13753,HUMAN,whats the phone number,request,slot,phone
13754,BOT,"The phone number of da_vinci_pizzeria is da_vinci_pizzeria_phone
",inform,phone,01223 351707
13755,HUMAN,thank you good bye,bye,,
13756,BOT," you are welcome
",bye,,
13757,HUMAN,<SILENCE>,silence,,
13758,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13759,HUMAN,i want a restaurant in the east part of town,inform,area,east
13760,BOT,"What kind of food would you like ?
",request,slot,food
13761,HUMAN,international,inform,food,international
13762,BOT,"There are restaurants serving international food . What area do you want ?
",impl-conf,food,international
13763,HUMAN,in the east part,inform,area,east
13764,HUMAN,<SILENCE>,silence,,
13765,BOT,"the_missing_sock is a nice place in the east of town serving tasty international food
",inform,area,east
13766,HUMAN,what is the phone number,request,slot,phone
13767,BOT,"The phone number of the_missing_sock is the_missing_sock_phone
",inform,phone,01223 812660
13768,HUMAN,good bye,ack,,
13769,BOT," you are welcome
",bye,,
13770,HUMAN,<SILENCE>,silence,,
13771,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13772,HUMAN,i want a restaurant in the west part of town that serves venetian food,inform,area,west
13773,BOT,"I'm sorry but there is no restaurant serving venetian food
",canthelp,food,venetian
13774,HUMAN,how about indian,inform,food,indian
13775,BOT,"Could you please repeat that ?
",repeat,,
13776,HUMAN,how about indian food,reqalts,,
13777,BOT,"You are looking for a indian restaurant right ?
",expl-conf,food,indian
13778,HUMAN,yes,request,slot,addr
13779,BOT,"What part of town do you have in mind ?
",request,slot,area
13780,HUMAN,in the west part,inform,area,west
13781,BOT,"There are restaurants serving indian in the west of town . What price range would you like ?
",impl-conf,area,west
13782,HUMAN,any price,request,slot,area
13783,HUMAN,<SILENCE>,silence,,
13784,BOT,"maharajah_tandoori_restaurant is a nice place in the west of town serving tasty indian food
",inform,area,west
13785,HUMAN,what is the address,request,slot,addr
13786,BOT,"Sure , maharajah_tandoori_restaurant is on maharajah_tandoori_restaurant_address
",inform,phone,01223 358399
13787,HUMAN,what is the phone number,request,slot,phone
13788,BOT,"The phone number of maharajah_tandoori_restaurant is maharajah_tandoori_restaurant_phone
",inform,phone,01223 358399
13789,HUMAN,thank you,repeat,,
13790,BOT,"maharajah_tandoori_restaurant is a great restaurant
",offer,name,maharajah tandoori restaurant
13791,HUMAN,good bye,ack,,
13792,BOT," you are welcome
",bye,,
13793,HUMAN,<SILENCE>,silence,,
13794,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13795,HUMAN,i want a cheap restaurant in the north part of town,inform,area,north
13796,BOT,"There are restaurants in the cheap price range and the north of town . What type of food would you like ?
",impl-conf,area,north
13797,HUMAN,any,inform,food,dontcare
13798,HUMAN,<SILENCE>,silence,,
13799,BOT,"royal_spice is a nice place in the north of town and the prices are cheap
",inform,area,north
13800,HUMAN,what is the address,request,slot,addr
13801,BOT,"Sure , royal_spice is on royal_spice_address
",inform,phone,01733 553355
13802,HUMAN,what type of food is it,request,slot,area
13803,BOT,"royal_spice serves indian food
",inform,food,indian
13804,HUMAN,good bye,ack,,
13805,BOT," you are welcome
",bye,,
13806,HUMAN,<SILENCE>,silence,,
13807,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13808,HUMAN,how about,repeat,,
13809,BOT,"I'm sorry but there is no restaurant serving swiss food
",canthelp,food,swiss
13810,HUMAN,is there a restaurant serving vietnamese food,inform,food,vietnamese
13811,BOT,"Could you please repeat that ?
",repeat,,
13812,HUMAN,im looking for a restaurant that serves vietnamese food,inform,food,vietnamese
13813,HUMAN,<SILENCE>,silence,,
13814,BOT,"thanh_binh serves vietnamese food
",inform,food,vietnamese
13815,HUMAN,can i get the address and phone number,request,slot,phone
13816,BOT,"The phone number of thanh_binh is thanh_binh_phone
",inform,phone,01223 362456
13817,HUMAN,thank you good bye,bye,,
13818,BOT," you are welcome
",bye,,
13819,HUMAN,<SILENCE>,silence,,
13820,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13821,HUMAN,i am looking for a moderately priced restaurant in the south part of town,inform,area,south
13822,BOT,"There are restaurants in the moderate price range and the south of town . What type of food would you like ?
",impl-conf,area,south
13823,HUMAN,is there anything else,repeat,,
13824,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
13825,HUMAN,right,reqalts,,
13826,HUMAN,<SILENCE>,silence,,
13827,BOT,"restaurant_alimentum is a nice place in the south of town and the prices are moderate
",inform,area,south
13828,HUMAN,is there anything else,repeat,,
13829,BOT,"pizza_hut_cherry_hinton is a nice place in the south of town and the prices are moderate
",inform,area,south
13830,HUMAN,can i get the address phone number and post code,request,slot,phone
13831,BOT,"The phone number of pizza_hut_cherry_hinton is pizza_hut_cherry_hinton_phone
",inform,phone,01223 323737
13832,HUMAN,what is the post code,request,slot,postcode
13833,BOT,"The post code of pizza_hut_cherry_hinton is pizza_hut_cherry_hinton_post_code
",inform,phone,01223 323737
13834,HUMAN,thank you good bye,bye,,
13835,BOT," you are welcome
",bye,,
13836,HUMAN,<SILENCE>,silence,,
13837,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13838,HUMAN,what about a modern europene type of food,ack,,
13839,BOT,"I'm sorry but there is no restaurant serving jamaican food
",canthelp,food,jamaican
13840,HUMAN,i am looking for modern_european food,deny,food,modern european
13841,BOT,"You are looking for a modern_european restaurant right ?
",expl-conf,food,modern european
13842,HUMAN,yes,request,slot,addr
13843,BOT,"Did you say you are looking for a restaurant in the centre of town ?
",expl-conf,area,centre
13844,HUMAN,yes,request,slot,addr
13845,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
13846,HUMAN,dont care,inform,this,dontcare
13847,HUMAN,<SILENCE>,silence,,
13848,BOT,"de_luca_cucina_and_bar is a nice place in the centre of town serving tasty modern_european food
",inform,area,centre
13849,HUMAN,what is the address,request,slot,addr
13850,BOT,"Sure , de_luca_cucina_and_bar is on de_luca_cucina_and_bar_address
",inform,phone,01223 356666
13851,HUMAN,thank you good bye,bye,,
13852,BOT," you are welcome
",bye,,
13853,HUMAN,<SILENCE>,silence,,
13854,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13855,HUMAN,im looking for a restaurant in the east part of town that serves hungarian food,inform,area,east
13856,BOT,"I'm sorry but there is no restaurant serving hungarian food
",canthelp,food,hungarian
13857,HUMAN,how about chinese food,inform,food,chinese
13858,BOT,"You are looking for a chinese restaurant right ?
",expl-conf,food,chinese
13859,HUMAN,yes,request,slot,addr
13860,HUMAN,<SILENCE>,silence,,
13861,BOT,"yu_garden is a nice place in the east of town serving tasty chinese food
",inform,area,east
13862,HUMAN,can i get the address and phone number and post code,request,slot,phone
13863,BOT,"The phone number of yu_garden is yu_garden_phone
",inform,phone,01223 248882
13864,HUMAN,what is the post code,request,slot,postcode
13865,BOT,"The post code of yu_garden is yu_garden_post_code
",inform,phone,01223 248882
13866,HUMAN,thank you good bye,bye,,
13867,BOT," you are welcome
",bye,,
13868,HUMAN,<SILENCE>,silence,,
13869,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13870,HUMAN,i am looking for a moderately priced restaurant in the west part of town,inform,area,west
13871,BOT,"There are restaurants in the moderate price range and the west of town . What type of food would you like ?
",impl-conf,area,west
13872,HUMAN,care,inform,area,east
13873,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
13874,HUMAN,yes,request,slot,addr
13875,HUMAN,<SILENCE>,silence,,
13876,BOT,"saint_johns_chop_house is a nice place in the west of town and the prices are moderate
",inform,area,west
13877,HUMAN,is there anything else,repeat,,
13878,BOT,"prezzo is a nice place in the west of town and the prices are moderate
",inform,area,west
13879,HUMAN,what is the address and phone number,request,slot,phone
13880,BOT,"The phone number of prezzo is prezzo_phone
",inform,phone,01799 521260
13881,HUMAN,what is the post code,request,slot,postcode
13882,BOT,"The post code of prezzo is prezzo_post_code
",inform,postcode,c.b 3
13883,HUMAN,thank you good bye,bye,,
13884,BOT," you are welcome
",bye,,
13885,HUMAN,<SILENCE>,silence,,
13886,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13887,HUMAN,im looking for a moderately priced restaurant serving basque food,inform,pricerange,moderate
13888,BOT,"I'm sorry but there is no restaurant serving basque food
",canthelp,food,basque
13889,HUMAN,how about british food,inform,food,british
13890,BOT,"Could you please repeat that ?
",repeat,,
13891,HUMAN,what about british food,confirm,food,british
13892,HUMAN,<SILENCE>,silence,,
13893,BOT,"restaurant_one_seven serves british food in the moderate price range
",inform,pricerange,moderate
13894,HUMAN,can i get the phone number,request,slot,addr
13895,BOT,"The phone number of restaurant_one_seven is restaurant_one_seven_phone
",inform,phone,01223 337766
13896,HUMAN,thank you good bye,bye,,
13897,BOT," you are welcome
",bye,,
13898,HUMAN,<SILENCE>,silence,,
13899,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13900,HUMAN,looking for something moderately priced on the east side of town,inform,area,east
13901,BOT,"There are restaurants in the moderate price range . What type of food do you want ?
",impl-conf,pricerange,moderate
13902,HUMAN,yes,request,slot,addr
13903,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
13904,HUMAN,yes,request,slot,addr
13905,HUMAN,<SILENCE>,silence,,
13906,BOT,"rajmahal is a nice place in the east of town and the prices are moderate
",inform,area,east
13907,HUMAN,oh good whats the address,request,slot,addr
13908,BOT,"Sure , rajmahal is on rajmahal_address
",inform,addr,7 barnwell road fen ditton
13909,HUMAN,how about the phone number,reqalts,,
13910,BOT,"The phone number of rajmahal is rajmahal_phone
",inform,phone,01223 244955
13911,HUMAN,thank you good bye,bye,,
13912,BOT," you are welcome
",bye,,
13913,HUMAN,<SILENCE>,silence,,
13914,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
13915,HUMAN,looking for something moderately priced in the north side of town,inform,area,south
13916,BOT,"There are restaurants in the north of town . What type of food do you want ?
",impl-conf,area,north
13917,HUMAN,i dont care,inform,this,dontcare
