Speaker,Utterance,Intent,Slot_Names,Slot_Values
HUMAN,<SILENCE>,silence,,
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,Naan north part of town la irukkura oru malaysian restaurant parkiren,inform,area,north
BOT,"Sorry. entha restaurant um malaysian food serve panla.
",canthelp,food,malaysian
HUMAN,italian food patri enna,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"meghna north of town la irukkura nalla idam
",inform,area,north
HUMAN,avungaloda phone number um address um ennathu,request,slot,addr
BOT,"meghna oda phone number meghna_phone
",inform,phone,01223 727410
HUMAN,<SILENCE>,silence,,
BOT,"meghna pramadhamana restaurant
",offer,name,meghna
HUMAN,avanga address marubadiyum please,inform,area,east
HUMAN,"Sure. meghna meghna_address la irukku.
",request,slot,addr
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,Enakku moderate range la restaurant vendum,inform,area,east
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,adhu oru vizhayame illa,inform,this,dontcare
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,christmas food,inform,food,christmas
BOT,"Sorry. entha restaurant um christmas food serve panla.
",canthelp,food,christmas
HUMAN,modern_european type food yannachu,confirm,food,modern european
BOT,"Ok. Ethavathu area la restaurant thedreenga , correct a ?
",expl-conf,area,dontcare
HUMAN,amam,request,slot,addr
BOT,"Sorry. Ongaluku modern_european food venuma illa christmas food venuma ?
",select,food,christmas
HUMAN,modern_european,inform,food,modern european
HUMAN,<SILENCE>,silence,,
BOT,"riverside_brasserie serves modern_european food moderate price range la
",inform,pricerange,moderate
HUMAN,phone number en kita solla mudiyuma ?,request,slot,addr
BOT,"riverside_brasserie oda phone number riverside_brasserie_phone
",inform,phone,01223 259988
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,french,inform,food,french
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,<SILENCE>,silence,,
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_cherry_hinton south of town la irukkura nalla idam
",inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"nandos south of town la irukkura nalla idam
",inform,area,south
HUMAN,french food,inform,food,french
BOT,"Sorry. south la entha french restaurant um illai 
",canthelp,"food, area","french, south"
HUMAN,mayam,affirm,,
BOT,"restaurant_two_two serves french food
",inform,food,french
HUMAN,address,ack,,
BOT,"Sure. restaurant_two_two restaurant_two_two_address la irukku.
",inform,phone,01223 351880
HUMAN,phone number,ack,,
BOT,"restaurant_two_two oda phone number restaurant_two_two_phone
",inform,phone,01223 351880
HUMAN,post code,affirm,,
BOT,"restaurant_two_two oda post code restaurant_two_two_post_code
",inform,phone,01223 351880
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,the centre,inform,area,centre
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,part of town la ulla west,inform,area,west
BOT,"Sorry. entha restaurant um world food serve panla.
",canthelp,food,world
HUMAN,european food,inform,food,european
BOT,"Neenga west la restaurant thedindrikaenga nu sonnengala ?
",expl-conf,area,west
HUMAN,ye,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"cambridge_lodge_restaurant west of town la irukkura tasty european food serve panra nalla idam
",inform,area,west
HUMAN,expensive restaurant,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"cambridge_lodge_restaurant expensive european food serve panra west of town la irukkura pramadhamana restaurant
",inform,area,west
HUMAN,edam,thankyou,,
BOT,"cambridge_lodge_restaurant pramadhamana restaurant
",offer,name,cambridge lodge restaurant
HUMAN,entha area la irukku,inform,area,north
BOT,"cambridge_lodge_restaurant west of town la irukkura nalla idam
",inform,area,west
HUMAN,phone number,ack,,
BOT,"cambridge_lodge_restaurant pramadhamana restaurant
",offer,name,cambridge lodge restaurant
HUMAN,phone number,ack,,
BOT,"cambridge_lodge_restaurant oda phone number cambridge_lodge_restaurant_phone
",inform,phone,01223 355166
HUMAN,address,ack,,
BOT,"Sure. cambridge_lodge_restaurant cambridge_lodge_restaurant_address la irukku.
",inform,phone,01223 355166
HUMAN,"Thank you , goodbye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,Enakku west part of town la oru cheap restaurant vendum.,inform,area,west
BOT,"Confirm pannikaren. Neenga cheap price range la restaurant thedreenga ?
",expl-conf,pricerange,cheap
HUMAN,ama west part of town la,inform,area,west
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,cheap,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"thanh_binh west of town la irukkura nalla idam. Prices are cheap
",inform,area,west
HUMAN,phone number enna,request,slot,phone
BOT,"thanh_binh oda phone number thanh_binh_phone
",inform,phone,01223 362456
HUMAN,"Thank you , goodbye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,na indha south la indha expensive la ulla restaurant ah pakkuren,inform,area,south
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,Ennaku kavalai illai,inform,this,dontcare
BOT,"cheap illa moderate illa expensive price range la venuma ?
",request,slot,pricerange
HUMAN,expensive,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"frankie_and_bennys south of town la irukkura nalla idam. Prices are expensive
",inform,area,south
HUMAN,enaku phone number um address um kedaikuma,request,slot,phone
BOT,"frankie_and_bennys oda phone number frankie_and_bennys_phone
",inform,phone,01223 412430
HUMAN,and the address,inform,area,east
BOT,"Sure. frankie_and_bennys frankie_and_bennys_address la irukku.
",inform,phone,01223 412430
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,south part of town la cheap restaurant parthukittu irukaen,inform,area,south
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,south,inform,area,south
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,Ennaku kavalai illai,inform,this,dontcare
BOT,"cheap illa moderate illa expensive price range la venuma ?
",request,slot,pricerange
HUMAN,cheap,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"the_lucky_star south of town la irukkura nalla idam. Prices are cheap
",inform,area,south
HUMAN,vera ethavthu ?,affirm,,
BOT,"nandos south of town la irukkura nalla idam. Prices are cheap
",inform,area,south
HUMAN,Type of food um address um kidaikuma ?,inform,food,dontcare
HUMAN,"Sure. nandos nandos_address la irukku.
",request,slot,phone
HUMAN,and entha type of food ?,request,slot,area
BOT,"nandos serves portuguese food
",inform,food,portuguese
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"Sorry. entha restaurant um afghan food serve panla.
",canthelp,food,afghan
HUMAN,chinese food pathi ena ninaikkira,inform,food,chinese
BOT,"Ok. Ethavathu area la restaurant thedreenga , correct a ?
",expl-conf,area,dontcare
HUMAN,part of town la ulla east,inform,area,east
BOT,"Sorry. Ongaluku chinese food venuma illa afghan food venuma ?
",select,food,afghan
HUMAN,chinese,inform,food,chinese
HUMAN,<SILENCE>,silence,,
BOT,"yu_garden east of town la irukkura tasty chinese food serve panra nalla idam
",inform,area,east
HUMAN,address phone number and post code en kita solla mudiyuma ?,request,slot,phone
BOT,"yu_garden oda phone number yu_garden_phone
",inform,phone,01223 248882
HUMAN,and the post code,request,slot,postcode
BOT,"yu_garden oda post code yu_garden_post_code
",inform,phone,01223 248882
HUMAN,"Thank you , goodbye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,Nan south part of the town la expensive price la restaurant parthitu iruken ?,inform,area,south
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,Ennaku kavalai illai,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"frankie_and_bennys south of town la irukkura nalla idam. Prices are expensive
",inform,area,south
HUMAN,vere edhaachu iruka,repeat,,
BOT,"frankie_and_bennys pramadhamana restaurant
",offer,name,frankie and bennys
HUMAN,vere edhaachu iruka,repeat,,
BOT,"chiquito_restaurant_bar south of town la irukkura nalla idam. Prices are expensive
",inform,area,south
HUMAN,enna mathriyana food,request,slot,food
BOT,"chiquito_restaurant_bar serves mexican food
",inform,food,mexican
HUMAN,Address enna,request,slot,addr
BOT,"Sure. chiquito_restaurant_bar chiquito_restaurant_bar_address la irukku.
",inform,phone,01223 400170
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,nan moroccan food serve panra moderately priced restaurant kandupidikanum,inform,area,dontcare
BOT,"Sorry. entha restaurant um moroccan food serve panla.
",canthelp,food,moroccan
HUMAN,spanish madiri saapadu epdi,inform,food,spanish
HUMAN,<SILENCE>,silence,,
BOT,"hotel_du_vin_and_bistro moderate price range la irukku
",inform,pricerange,moderate
HUMAN,address phone number and post code en kita solla mudiyuma ?,request,slot,addr
BOT,"hotel_du_vin_and_bistro oda phone number hotel_du_vin_and_bistro_phone
",inform,phone,01223 227330
HUMAN,and the post code,request,slot,postcode
BOT,"hotel_du_vin_and_bistro oda post code hotel_du_vin_and_bistro_post_code
",inform,phone,01223 227330
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,indian madiri saapadu epdi,inform,food,indian
BOT,"Sorry. entha restaurant um steakhouse food serve panla.
",canthelp,food,steakhouse
HUMAN,indian madiri saapadu epdi,inform,food,indian
HUMAN,<SILENCE>,silence,,
BOT,"pipasha_restaurant east of town la irukkura tasty indian food serve panra nalla idam
",inform,area,east
HUMAN,adress and phone number en kita kuduka mudiyuma ?,request,slot,phone
BOT,"pipasha_restaurant oda phone number pipasha_restaurant_phone
",inform,phone,01223 577786
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,nan intha north part of town la oru moderately priced restaurant theditiruken,inform,area,north
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,vere edhaachu iruka,repeat,,
BOT,"Sorry. north la entha british restaurant um illai 
",canthelp,"food, area","british, north"
HUMAN,spanish saapadu epdi,inform,food,spanish
BOT,"Ungaluku spanish restaurant thaane venum ?
",expl-conf,food,spanish
HUMAN,valadhu,reqalts,,
BOT,"Sorry. north la entha spanish restaurant um illai 
",canthelp,"food, area","spanish, north"
HUMAN,north area la english saapadu epdi,inform,area,north
HUMAN,<SILENCE>,silence,,
BOT,"royal_spice north of town la irukkura nalla idam
",inform,area,north
HUMAN,Veru edhavadhu irukka,repeat,,
BOT,"meghna north of town la irukkura nalla idam
",inform,area,north
HUMAN,address en kita kuduka mudiyuma ?,request,slot,addr
HUMAN,"Sure. meghna meghna_address la irukku.
",request,slot,addr
HUMAN,the phone number please,inform,area,east
BOT,"meghna oda phone number meghna_phone
",inform,phone,01223 727410
HUMAN,and the type of saapadu,inform,food,dontcare
BOT,"meghna pramadhamana restaurant
",offer,name,meghna
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,na indha east la indha expensive la ulla restaurant ah pakkuren,inform,area,east
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,Ennaku kavalai illai,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"royal_standard east of town la irukkura nalla idam. Prices are expensive
",inform,area,east
HUMAN,vere edhaachu iruka,repeat,,
BOT,"grafton_hotel_restaurant east of town la irukkura nalla idam. Prices are expensive
",inform,area,east
HUMAN,phone number enna,request,slot,phone
BOT,"grafton_hotel_restaurant oda phone number grafton_hotel_restaurant_phone
",inform,phone,01223 241387
HUMAN,adhai thirupi solla mudiyuma,negate,,
BOT,"grafton_hotel_restaurant pramadhamana restaurant
",offer,name,grafton hotel restaurant
HUMAN,phone number ena,request,slot,phone
BOT,"grafton_hotel_restaurant oda phone number grafton_hotel_restaurant_phone
",inform,phone,01223 241387
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,halal food serve pannum moderately priced restaurant ondru parthukkondirukkiren.,inform,pricerange,moderate
HUMAN,<SILENCE>,silence,,
BOT,"bloomsbury_restaurant moderate price range la irukku
",inform,pricerange,moderate
HUMAN,adhu halal sapadu serve pannuma,inform,food,halal
BOT,"bloomsbury_restaurant serves international food
",inform,food,international
HUMAN,mm enna athu european,hello,,
BOT,"Sorry. entha restaurant um halal food serve panla.
",canthelp,food,halal
HUMAN,european food,inform,food,european
BOT,"hotel_du_vin_and_bistro serves european food moderate price range la
",inform,pricerange,moderate
HUMAN,Address enna,request,slot,addr
BOT,"Sure. hotel_du_vin_and_bistro hotel_du_vin_and_bistro_address la irukku.
",inform,phone,01223 227330
HUMAN,Post code enna,request,slot,postcode
BOT,"hotel_du_vin_and_bistro oda post code hotel_du_vin_and_bistro_post_code
",inform,phone,01223 227330
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,hello,thankyou,,
BOT,"Sorry. entha restaurant um halal food serve panla.
",canthelp,food,halal
HUMAN,Naan swedish food parthukkondirukkien.,inform,food,swedish
BOT,"Sorry. entha restaurant um swedish food serve panla.
",canthelp,food,swedish
HUMAN,portuguese food patri enna,reqalts,,
BOT,"Ungaluku portuguese restaurant thaane venum ?
",expl-conf,food,portuguese
HUMAN,amam,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"nandos serves portuguese food
",inform,food,portuguese
HUMAN,phone number enna,request,slot,phone
BOT,"nandos oda phone number nandos_phone
",inform,phone,01223 327908
HUMAN,Address enna,request,slot,addr
HUMAN,"Sure. nandos nandos_address la irukku.
",request,slot,phone
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,nan intha south part of town la oru moderately priced restaurant theditiruken,inform,area,south
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,Ennaku kavalai illai,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_alimentum south of town la irukkura nalla idam. Prices are moderate
",inform,area,south
HUMAN,Address enna,request,slot,addr
BOT,"pizza_hut_cherry_hinton south of town la irukkura nalla idam. Prices are moderate
",inform,area,south
HUMAN,Address enna,request,slot,addr
BOT,"Sure. pizza_hut_cherry_hinton pizza_hut_cherry_hinton_address la irukku.
",inform,addr,g4 cambridge leisure park clifton way cherry hinton
HUMAN,type of food,request,slot,area
BOT,"pizza_hut_cherry_hinton serves italian food
",inform,food,italian
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,any,inform,food,dontcare
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,british,inform,food,british
HUMAN,<SILENCE>,silence,,
BOT,"the_copper_kettle serves british food moderate price range la
",inform,pricerange,moderate
HUMAN,vere edhaachu iruka,repeat,,
BOT,"the_oak_bistro serves british food moderate price range la
",inform,pricerange,moderate
HUMAN,phone number,ack,,
BOT,"the_oak_bistro pramadhamana restaurant
",offer,name,the oak bistro
HUMAN,phone number,ack,,
BOT,"the_oak_bistro oda phone number the_oak_bistro_phone
",inform,phone,01223 323361
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,ama nan ippothikku east part of town la irukken and indonesian food serve panra mathiri oru place pathitu irukken,inform,area,east
BOT,"Ungaluku indonesian restaurant thaane venum ?
",expl-conf,food,indonesian
HUMAN,seri oruvela indonesian food serve pandra restaurant illana chinese food serve pandra restaurant mattum eapadi irukum,negate,,
BOT,"Sorry. entha restaurant um indonesian food serve panla.
",canthelp,food,indonesian
HUMAN,"Ok , east part of town le chinese food serve panra restaurant edavadu irukka ?",inform,food,japanese
BOT,"Ungaluku indonesian restaurant thaane venum ?
",expl-conf,food,indonesian
HUMAN,a chi ok chinese restaurant thedalam,thankyou,,
BOT,"Sorry. entha restaurant um indonesian food serve panla.
",canthelp,food,indonesian
HUMAN,chinese restaurant please,hello,,
BOT,"Neenga east la restaurant thedindrikaenga nu sonnengala ?
",expl-conf,area,east
HUMAN,amam,request,slot,addr
BOT,"Ungaluku indonesian restaurant thaane venum ?
",expl-conf,food,indonesian
HUMAN,hello,thankyou,,
BOT,"Sorry. entha restaurant um indonesian food serve panla.
",canthelp,food,indonesian
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,cough,negate,,
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,<SILENCE>,silence,,
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,hello chinese saapadu,confirm,food,chinese
BOT,"Sorry. entha restaurant um creative food serve panla.
",canthelp,food,creative
HUMAN,chinese,inform,food,chinese
HUMAN,<SILENCE>,silence,,
BOT,"meghna north of town la irukkura nalla idam
",inform,area,north
HUMAN,oh phone number enna,request,slot,phone
BOT,"meghna oda phone number meghna_phone
",inform,phone,01223 727410
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,moderately priced restaurant parthukkondirukkiren.,inform,pricerange,moderate
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,south part of town,inform,area,south
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,kavalai illai,inform,this,dontcare
BOT,"Ungaluku entha vithamana food serve panra restaurant um paravala thaane ?
",expl-conf,food,dontcare
HUMAN,amam,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_alimentum south of town la irukkura nalla idam. Prices are moderate
",inform,area,south
HUMAN,vere edhaachu iruka,repeat,,
BOT,"pizza_hut_cherry_hinton south of town la irukkura nalla idam. Prices are moderate
",inform,area,south
HUMAN,Address and phone number enna.,request,slot,phone
BOT,"pizza_hut_cherry_hinton oda phone number pizza_hut_cherry_hinton_phone
",inform,phone,01223 323737
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,enaku international food kedaikira mathiri restraurant venum the center of town ulla,inform,area,centre
HUMAN,<SILENCE>,silence,,
BOT,"bloomsbury_restaurant centre of town la irukkura tasty international food serve panra nalla idam
",inform,area,centre
HUMAN,Address enna,request,slot,addr
BOT,"Sure. bloomsbury_restaurant bloomsbury_restaurant_address la irukku.
",inform,phone,0871 942 9180
HUMAN,phone number,ack,,
BOT,"bloomsbury_restaurant oda phone number bloomsbury_restaurant_phone
",inform,phone,0871 942 9180
HUMAN,price range,repeat,,
BOT,"bloomsbury_restaurant moderate price range la irukku
",inform,pricerange,moderate
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,enakku cheap resturant east part of town la irukuramathiri venum,inform,area,east
HUMAN,<SILENCE>,silence,,
BOT,"the_missing_sock east of town la irukkura nalla idam. Prices are cheap
",inform,area,east
HUMAN,the address,inform,area,east
BOT,"Sure. the_missing_sock the_missing_sock_address la irukku.
",inform,phone,01223 812660
HUMAN,phone number,ack,,
BOT,"the_missing_sock oda phone number the_missing_sock_phone
",inform,phone,01223 812660
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,Ennaku  center of town la spanish food serve pannura restaurant thevai,inform,area,west
BOT,"Ungaluku canapes restaurant thaane venum ?
",expl-conf,food,canapes
HUMAN,spanish illai,inform,food,spanish
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,mayam,affirm,,
HUMAN,<SILENCE>,silence,,
BOT,"la_tasca serves spanish food
",inform,food,spanish
HUMAN,vere edhaachu iruka,repeat,,
BOT,"la_raza serves spanish food
",inform,food,spanish
HUMAN,athu ena part of town la iruku,ack,,
BOT,"Sorry. Ungal request ku etha maathiri vera entha spanish restaurant um illai
",canthelp.exception,name,la raza
HUMAN,address enna,request,slot,addr
BOT,"Sure. la_raza la_raza_address la irukku.
",inform,addr,4 - 6 rose crescent
HUMAN,and phone number ennathu ?,request,slot,area
BOT,"la_raza oda phone number la_raza_phone
",inform,phone,01223 464550
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,enakku cheap resturant south part of town la irukuramathiri venum,inform,area,south
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,Ennaku kavalai illai,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"the_lucky_star south of town la irukkura nalla idam. Prices are cheap
",inform,area,south
HUMAN,address enna,request,slot,addr
BOT,"Sure. the_lucky_star the_lucky_star_address la irukku.
",inform,phone,01223 244277
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,Ennaku world food serve pannra moderately priced restaurant ondru venum.,inform,pricerange,moderate
BOT,"Sorry. entha restaurant um world food serve panla.
",canthelp,food,world
HUMAN,chinese food epdi,reqalts,,
BOT,"Sorry. Ongaluku east la venuma illa centre la venuma ?
",select,area,centre
HUMAN,chinese food epdi,reqalts,,
BOT,"Sorry. entha restaurant um world food serve panla.
",canthelp,food,world
HUMAN,chinese saapadu epdi,inform,food,chinese
BOT,"Ungaluku world restaurant thaane venum ?
",expl-conf,food,world
HUMAN,illa,affirm,,
BOT,"Confirm pannikaren. Neenga moderate price range la restaurant thedreenga ?
",expl-conf,pricerange,moderate
HUMAN,amam,request,slot,addr
BOT,"Sorry. entha restaurant um world food serve panla.
",canthelp,food,world
HUMAN,chinese saapadu epdi,inform,food,chinese
HUMAN,<SILENCE>,silence,,
BOT,"golden_wok moderate price range la irukku
",inform,pricerange,moderate
HUMAN,the phone number,request,slot,phone
BOT,"golden_wok oda phone number golden_wok_phone
",inform,phone,01223 350688
HUMAN,<SILENCE>,silence,,
BOT,"lan_hong_house moderate price range la irukku
",inform,pricerange,moderate
HUMAN,"Thank you , goodbye.",bye,,
BOT,"lan_hong_house pramadhamana restaurant
",offer,name,lan hong house
HUMAN,"Thank you , goodbye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,enaku north of town la moderately  priced restaurant venum,inform,area,north
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,Ennaku kavalai illai,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"the_nirala north of town la irukkura nalla idam. Prices are moderate
",inform,area,north
HUMAN,phone number,ack,,
BOT,"the_nirala pramadhamana restaurant
",offer,name,the nirala
HUMAN,phone number,ack,,
BOT,"the_nirala oda phone number the_nirala_phone
",inform,phone,01223 360966
