Speaker,Utterance,Intent,Slot_Names,Slot_Values
HUMAN,<SILENCE>,silence,,
BOT,"la_margherita ekta nice jayega town er west ey jekhane prices cheap
",inform,area,west
HUMAN,address ar phone number ki,request,slot,phone
BOT,"la_margherita er phone number holo la_margherita_phone
",inform,phone,01223 315232
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta expensive restaurant khujchi jekahne irish khabar serve hoy,inform,pricerange,expensive
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,ami care kori na,inform,this,dontcare
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,irish,inform,food,irish
BOT,"Sorry , but erom kono restaurant nei jeta irish khabar serve kore
",canthelp,food,irish
HUMAN,italian,inform,food,italian
HUMAN,<SILENCE>,silence,,
BOT,"stazione_restaurant_and_coffee_bar expensive price range ey italian khabar serve kore
",inform,pricerange,expensive
HUMAN,address ar phone number ar area ki,request,slot,phone
BOT,"Sure , stazione_restaurant_and_coffee_bar er address holo stazione_restaurant_and_coffee_bar_address
",inform,phone,01223 352607
HUMAN,phone number ar area ta ki,request,slot,addr
BOT,"stazione_restaurant_and_coffee_bar er phone number holo stazione_restaurant_and_coffee_bar_phone
",inform,phone,01223 352607
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,moroccan khabar,inform,food,moroccan
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,moroccan khabar,inform,food,moroccan
BOT,"Sorry , but erom kono restaurant nei jeta moroccan khabar serve kore
",canthelp,food,moroccan
HUMAN,french khabar,inform,food,french
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_two_two french khabar serve kore
",inform,food,french
HUMAN,address ar phone number ki,request,slot,phone
BOT,"Sure , restaurant_two_two er address holo restaurant_two_two_address
",inform,phone,01223 351880
HUMAN,phone number,ack,,
BOT,"restaurant_two_two er phone number holo restaurant_two_two_phone
",inform,phone,01223 351880
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,ekta expensive restaurant khujchi town er south part ey,inform,area,south
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,<SILENCE>,silence,,
HUMAN,<SILENCE>,silence,,
BOT,"darrys_cookhouse_and_wine_shop expensive price range ey pore
",inform,pricerange,expensive
HUMAN,<SILENCE>,silence,,
BOT,"darrys_cookhouse_and_wine_shop ekta khub bhalo restaurant
",offer,name,darrys cookhouse and wine shop
HUMAN,south bhag,inform,area,south
BOT,"darrys_cookhouse_and_wine_shop er post code holo darrys_cookhouse_and_wine_shop_post_code
",inform,phone,01223 505015
HUMAN,phone number ta ki,request,slot,phone
BOT,"darrys_cookhouse_and_wine_shop er phone number holo darrys_cookhouse_and_wine_shop_phone
",inform,phone,01223 505015
HUMAN,<SILENCE>,silence,,
BOT,"darrys_cookhouse_and_wine_shop ekta khub bhalo restaurant
",offer,name,darrys cookhouse and wine shop
HUMAN,<SILENCE>,silence,,
BOT,"backstreet_bistro expensive price range ey pore
",inform,pricerange,expensive
HUMAN,<SILENCE>,silence,,
BOT,"backstreet_bistro ekta khub bhalo restaurant
",offer,name,backstreet bistro
HUMAN,<SILENCE>,silence,,
BOT,"pipasha_restaurant expensive price range ey pore
",inform,pricerange,expensive
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,ami ekta cheap re khujte chai,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"the_missing_sock ekta nice jayega town er east ey jekhane prices cheap
",inform,area,east
HUMAN,Ami address khujte chai,inform,area,north
BOT,"Sure , the_missing_sock er address holo the_missing_sock_address
",inform,phone,01223 812660
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,town er east ey,confirm,area,east
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ami care kori na,inform,this,dontcare
BOT,"apni ki cheap , moderate na expensive price range ey chaichen ?
",request,slot,pricerange
HUMAN,expensive,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"sitar_tandoori ekta nice jayega town er east ey jekhane prices expensive
",inform,area,east
HUMAN,amar phone number ar khabar er price ta jana dorkar,inform,food,dontcare
BOT,"sitar_tandoori er phone number holo sitar_tandoori_phone
",inform,phone,01223 249955
HUMAN,khabar er type ki,request,slot,food
BOT,"sitar_tandoori indian khabar serve kore
",inform,food,indian
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami center ey ekta restaurant khujchi jeta turkish khabar serve kore,inform,area,centre
BOT,"apni ki cheap , moderate na expensive price range ey chaichen ?
",request,slot,pricerange
HUMAN,ami care kori na,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"anatolia ekta nice jayega town er centre ey jekhane tasty turkish khabar serve hoye
",inform,area,centre
HUMAN,ar onno kichu ache,repeat,,
BOT,"efes_restaurant ekta nice jayega town er centre ey jekhane tasty turkish khabar serve hoye
",inform,area,centre
HUMAN,price range ta ki,request,slot,postcode
BOT,"efes_restaurant moderate price range ey pore
",inform,pricerange,moderate
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta cheap restaurant khujchi jeta town er south part e,inform,area,south
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ami care kori na,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"the_lucky_star ekta nice jayega town er south ey jekhane prices cheap
",inform,area,south
HUMAN,phone number ta ki,request,slot,phone
BOT,"the_lucky_star er phone number holo the_lucky_star_phone
",inform,phone,01223 244277
HUMAN,ar post code ta,request,slot,postcode
BOT,"the_lucky_star er post code holo the_lucky_star_post_code
",inform,phone,01223 244277
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta cheap restaurant khujchi town er west part e,inform,pricerange,cheap
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ami care kori na,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"la_margherita ekta nice jayega town er west ey jekhane prices cheap
",inform,area,west
HUMAN,phone number ta ki,request,slot,phone
BOT,"la_margherita er phone number holo la_margherita_phone
",inform,phone,01223 315232
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,ki bolo asian_oriental kemon hobe,repeat,,
BOT,"Sorry , but erom kono restaurant nei jeta german khabar serve kore
",canthelp,food,german
HUMAN,kono restaurant ache asian_oriental khabar serve korchhe,inform,food,asian oriental
BOT,"Sorry , apni ki asian_oriental na german khabar pochondo korben ?
",select,food,german
HUMAN,asian_oriental,inform,food,asian oriental
HUMAN,<SILENCE>,silence,,
BOT,"dojo_noodle_bar cheap price range ey asian_oriental khabar serve kore
",inform,pricerange,cheap
HUMAN,phone number ta ki,request,slot,phone
BOT,"dojo_noodle_bar er phone number holo dojo_noodle_bar_phone
",inform,phone,01223 363471
HUMAN,ar address ta,inform,area,east
BOT,"Sure , dojo_noodle_bar er address holo dojo_noodle_bar_address
",inform,phone,01223 363471
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta cheap restaurant khujchi jeta vietnamese khabar serve kore,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"thanh_binh cheap price range ey vietnamese khabar serve kore
",inform,pricerange,cheap
HUMAN,address ta ki,request,slot,addr
BOT,"Sure , thanh_binh er address holo thanh_binh_address
",inform,phone,01223 362456
HUMAN,ar post code ta,request,slot,postcode
BOT,"thanh_binh er post code holo thanh_binh_post_code
",inform,phone,01223 362456
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta moderately priced restaurant khujchi town er south part e,inform,area,south
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ami care kori na,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_alimentum ekta nice jayega town er south ey jekhane prices moderate
",inform,area,south
HUMAN,address ta ki,request,slot,addr
BOT,"Sure , restaurant_alimentum er address holo restaurant_alimentum_address
",inform,phone,01223 413000
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,ki bolo european khabar kemon hobe,confirm,food,european
BOT,"Sorry , but erom kono restaurant nei jeta afghan khabar serve kore
",canthelp,food,afghan
HUMAN,keu ache je european khabar serve kore,inform,food,european
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,ami care kori na,inform,this,dontcare
BOT,"apni ki cheap , moderate na expensive price range ey chaichen ?
",request,slot,pricerange
HUMAN,ami care kori na,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"cambridge_lodge_restaurant european khabar serve kore
",inform,food,european
HUMAN,address ta ki,request,slot,addr
BOT,"Sure , cambridge_lodge_restaurant er address holo cambridge_lodge_restaurant_address
",inform,phone,01223 355166
HUMAN,ar phone number ta,inform,food,spanish
BOT,"cambridge_lodge_restaurant er phone number holo cambridge_lodge_restaurant_phone
",inform,phone,01223 355166
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,hi ami ekta moderately priced restaurant town er west part ey khujchi,inform,area,west
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,uh kono type,inform,area,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"prezzo ekta nice jayega town er west ey jekhane prices moderate
",inform,area,west
HUMAN,ar onno kichu ache,repeat,,
BOT,"saint_johns_chop_house ekta nice jayega town er west ey jekhane prices moderate
",inform,area,west
HUMAN,address ar phone number ki,request,slot,phone
BOT,"saint_johns_chop_house er phone number holo saint_johns_chop_house_phone
",inform,phone,01223 353110
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,hello,thankyou,,
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,um town er oi east part ey,confirm,area,east
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ah gastropub khabar,thankyou,,
HUMAN,<SILENCE>,silence,,
BOT,"royal_standard ekta nice jayega town er east ey
",inform,area,east
HUMAN,address ta ki,request,slot,addr
BOT,"Sure , royal_standard er address holo royal_standard_address
",inform,phone,01223 247877
HUMAN,<SILENCE>,silence,,
BOT,"pipasha_restaurant ekta nice jayega town er east ey
",inform,area,east
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but erom kono restaurant nei jeta fusion khabar serve kore
",canthelp,food,fusion
HUMAN,Amar chai gastropub khabar town er east e please,inform,food,gastropub
BOT,"Sorry , apni ki fusion na gastropub khabar pochondo korben ?
",select,food,gastropub
HUMAN,gastropub,inform,food,gastropub
BOT,"royal_standard ekta nice jayega town er east ey jekhane tasty gastropub khabar serve hoye
",inform,area,east
HUMAN,address ta ki please,inform,area,east
BOT,"Sure , royal_standard er address holo royal_standard_address
",inform,phone,01223 247877
HUMAN,breath dhonnobaad goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,Ami ekta malaysian restaurant khujchi town er north part e,inform,area,north
BOT,"Sorry , but erom kono restaurant nei jeta malaysian khabar serve kore
",canthelp,food,malaysian
HUMAN,hmm italian khabar kemon hobe,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"meghna ekta nice jayega town er north ey
",inform,area,north
HUMAN,oder address ar phone number ta ki,request,slot,addr
BOT,"meghna er phone number holo meghna_phone
",inform,phone,01223 727410
HUMAN,<SILENCE>,silence,,
BOT,"meghna ekta khub bhalo restaurant
",offer,name,meghna
HUMAN,address ta ki chilo bolbe please,inform,area,east
HUMAN,"Sure , meghna er address holo meghna_address
",request,slot,addr
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,amar ekta restaurant chai moderate price range ey,inform,area,east
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,um matter kore na,inform,this,dontcare
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,christmas khabar,inform,food,christmas
BOT,"Sorry , but erom kono restaurant nei jeta christmas khabar serve kore
",canthelp,food,christmas
HUMAN,ki bolo modern_european type er khabar kemon hobe,confirm,food,modern european
BOT,"Ok , town er je kono part ey ekta restaurant right ?
",expl-conf,area,dontcare
HUMAN,ha,request,slot,addr
BOT,"Sorry , apni ki modern_european na christmas khabar pochondo korben ?
",select,food,christmas
HUMAN,modern_european,inform,food,modern european
HUMAN,<SILENCE>,silence,,
BOT,"riverside_brasserie moderate price range ey modern_european khabar serve kore
",inform,pricerange,moderate
HUMAN,ami ki phone number ta pete pari,request,slot,addr
BOT,"riverside_brasserie er phone number holo riverside_brasserie_phone
",inform,phone,01223 259988
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,french,inform,food,french
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,<SILENCE>,silence,,
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_cherry_hinton ekta nice jayega town er south ey
",inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"nandos ekta nice jayega town er south ey
",inform,area,south
HUMAN,french khabar,inform,food,french
BOT,"Sorry , but kono french restaurant nei town er south ey
",canthelp,"food, area","french, south"
HUMAN,center,affirm,,
BOT,"restaurant_two_two french khabar serve kore
",inform,food,french
HUMAN,address,ack,,
BOT,"Sure , restaurant_two_two er address holo restaurant_two_two_address
",inform,phone,01223 351880
HUMAN,phone number,ack,,
BOT,"restaurant_two_two er phone number holo restaurant_two_two_phone
",inform,phone,01223 351880
HUMAN,post code,affirm,,
BOT,"restaurant_two_two er post code holo restaurant_two_two_post_code
",inform,phone,01223 351880
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,centre,inform,area,centre
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,town er west part ey,inform,area,west
BOT,"Sorry , but erom kono restaurant nei jeta world khabar serve kore
",canthelp,food,world
HUMAN,european khabar,inform,food,european
BOT,"Apni ki bollen je apni town er west ey ekta restaurant khujchen ?
",expl-conf,area,west
HUMAN,ha,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"cambridge_lodge_restaurant ekta nice jayega town er west ey jekhane tasty european khabar serve hoye
",inform,area,west
HUMAN,expensive restaurant,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"cambridge_lodge_restaurant ekta khub bhalo restaurant jekhane expensive european khabar serve hoye ar eta town er west ey
",inform,area,west
HUMAN,area,thankyou,,
BOT,"cambridge_lodge_restaurant ekta khub bhalo restaurant
",offer,name,cambridge lodge restaurant
HUMAN,eta kon area te,inform,area,north
BOT,"cambridge_lodge_restaurant ekta nice jayega town er west ey
",inform,area,west
HUMAN,phone number,ack,,
BOT,"cambridge_lodge_restaurant ekta khub bhalo restaurant
",offer,name,cambridge lodge restaurant
HUMAN,phone number,ack,,
BOT,"cambridge_lodge_restaurant er phone number holo cambridge_lodge_restaurant_phone
",inform,phone,01223 355166
HUMAN,address,ack,,
BOT,"Sure , cambridge_lodge_restaurant er address holo cambridge_lodge_restaurant_address
",inform,phone,01223 355166
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Amar chai cheap restaurant town er west e,inform,area,west
BOT,"Ekbar confirm kore ni , apni cheap price range ey ekta restaurant khujchen right ?
",expl-conf,pricerange,cheap
HUMAN,ha town er west part ey,inform,area,west
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,cheap,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"thanh_binh ekta nice jayega town er west ey jekhane prices cheap
",inform,area,west
HUMAN,phone number ta ki,request,slot,phone
BOT,"thanh_binh er phone number holo thanh_binh_phone
",inform,phone,01223 362456
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta expensive restaurant khujchi town er south ey,inform,area,south
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ami care kori na,inform,this,dontcare
BOT,"apni ki cheap , moderate na expensive price range ey chaichen ?
",request,slot,pricerange
HUMAN,expensive,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"frankie_and_bennys ekta nice jayega town er south ey jekhane prices expensive
",inform,area,south
HUMAN,ami ki otar phone number ar address nite pari,request,slot,phone
BOT,"frankie_and_bennys er phone number holo frankie_and_bennys_phone
",inform,phone,01223 412430
HUMAN,ar address ta,inform,area,east
BOT,"Sure , frankie_and_bennys er address holo frankie_and_bennys_address
",inform,phone,01223 412430
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,ekta cheap restaurant khujchi town er south part ey,inform,area,south
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,south,inform,area,south
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ami care kori na,inform,this,dontcare
BOT,"apni ki cheap , moderate na expensive price range ey chaichen ?
",request,slot,pricerange
HUMAN,cheap,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"the_lucky_star ekta nice jayega town er south ey jekhane prices cheap
",inform,area,south
HUMAN,ar onno kichu,affirm,,
BOT,"nandos ekta nice jayega town er south ey jekhane prices cheap
",inform,area,south
HUMAN,ami ki address ar khabar er type ta nite pari,inform,food,dontcare
HUMAN,"Sure , nandos er address holo nandos_address
",request,slot,phone
HUMAN,ar ki type er khabar,request,slot,area
BOT,"nandos portuguese khabar serve kore
",inform,food,portuguese
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but erom kono restaurant nei jeta afghan khabar serve kore
",canthelp,food,afghan
HUMAN,chinese khabar hole kemon hobe,inform,food,chinese
BOT,"Ok , town er je kono part ey ekta restaurant right ?
",expl-conf,area,dontcare
HUMAN,town er east part ey,inform,area,east
BOT,"Sorry , apni ki chinese na afghan khabar pochondo korben ?
",select,food,afghan
HUMAN,chinese,inform,food,chinese
HUMAN,<SILENCE>,silence,,
BOT,"yu_garden ekta nice jayega town er east ey jekhane tasty chinese khabar serve hoye
",inform,area,east
HUMAN,"ami ki address , phone number ar post code ta pete pari",request,slot,phone
BOT,"yu_garden er phone number holo yu_garden_phone
",inform,phone,01223 248882
HUMAN,ar post code ta,request,slot,postcode
BOT,"yu_garden er post code holo yu_garden_post_code
",inform,phone,01223 248882
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,ekta expensive restaurant khujchi town er south part ey,inform,area,south
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ami care kori na,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"frankie_and_bennys ekta nice jayega town er south ey jekhane prices expensive
",inform,area,south
HUMAN,ar onno kichu ache,repeat,,
BOT,"frankie_and_bennys ekta khub bhalo restaurant
",offer,name,frankie and bennys
HUMAN,ar onno kichu ache,repeat,,
BOT,"chiquito_restaurant_bar ekta nice jayega town er south ey jekhane prices expensive
",inform,area,south
HUMAN,khabar er type ki,request,slot,food
BOT,"chiquito_restaurant_bar mexican khabar serve kore
",inform,food,mexican
HUMAN,address ta ki,request,slot,addr
BOT,"Sure , chiquito_restaurant_bar er address holo chiquito_restaurant_bar_address
",inform,phone,01223 400170
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,Ami ekta modetately priced restaurant khujte chai je moroccan khabar serve kore,inform,area,dontcare
BOT,"Sorry , but erom kono restaurant nei jeta moroccan khabar serve kore
",canthelp,food,moroccan
HUMAN,spanish khabar er type gulo kemon hobe,inform,food,spanish
HUMAN,<SILENCE>,silence,,
BOT,"hotel_du_vin_and_bistro moderate price range ey pore
",inform,pricerange,moderate
HUMAN,"ami ki ekta address , phone number ar post code pete pari",request,slot,addr
BOT,"hotel_du_vin_and_bistro er phone number holo hotel_du_vin_and_bistro_phone
",inform,phone,01223 227330
HUMAN,ar post code ta,request,slot,postcode
BOT,"hotel_du_vin_and_bistro er post code holo hotel_du_vin_and_bistro_post_code
",inform,phone,01223 227330
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,indian khabar er type kemon hobe,inform,food,indian
BOT,"Sorry , but erom kono restaurant nei jeta steakhouse khabar serve kore
",canthelp,food,steakhouse
HUMAN,indian khabar er type kemon hobe,inform,food,indian
HUMAN,<SILENCE>,silence,,
BOT,"pipasha_restaurant ekta nice jayega town er east ey jekhane tasty indian khabar serve hoye
",inform,area,east
HUMAN,ami ki address ar phone number ta pete pari,request,slot,phone
BOT,"pipasha_restaurant er phone number holo pipasha_restaurant_phone
",inform,phone,01223 577786
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta moderately priced restaurant khujchi town er north part e,inform,area,north
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ar onno kichu ache,repeat,,
BOT,"Sorry , but kono british restaurant nei town er north ey
",canthelp,"food, area","british, north"
HUMAN,spanish khabar kemon hobe,inform,food,spanish
BOT,"apni ekta spanish restaurant er khoj korchen right ?
",expl-conf,food,spanish
HUMAN,thik,reqalts,,
BOT,"Sorry , but kono spanish restaurant nei town er north ey
",canthelp,"food, area","spanish, north"
HUMAN,english khabar town er north part ey kemon hobe,inform,area,north
HUMAN,<SILENCE>,silence,,
BOT,"royal_spice ekta nice jayega town er north ey
",inform,area,north
HUMAN,ar onno kichu ache,repeat,,
BOT,"meghna ekta nice jayega town er north ey
",inform,area,north
HUMAN,ami ki address ta pete pari,request,slot,addr
HUMAN,"Sure , meghna er address holo meghna_address
",request,slot,addr
HUMAN,phone number ta please,inform,area,east
BOT,"meghna er phone number holo meghna_phone
",inform,phone,01223 727410
HUMAN,ar khabar er type ta,inform,food,dontcare
BOT,"meghna ekta khub bhalo restaurant
",offer,name,meghna
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
