Speaker,Utterance,Intent,Slot_Names,Slot_Values
HUMAN,thai,repeat,,
BOT,"the good luck chinese food takeaway is a nice place in the south of town
",inform,area,south
HUMAN,whats the phone number and address,request,slot,addr
BOT,"The phone number of the good luck chinese food takeaway is the_good_luck_chinese_food_takeaway_phone
",inform,phone,01223 244149
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,canope food,inform,food,canapes
BOT,"I'm sorry but there is no restaurant serving canapes food
",canthelp,food,canapes
HUMAN,modern_european,inform,food,modern european
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,any,inform,food,dontcare
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,any,inform,food,dontcare
BOT,"Let me confirm , You are looking for a restaurant and you dont care about the price range right ?
",expl-conf,pricerange,dontcare
HUMAN,right,reqalts,,
BOT,"the river bar steakhouse and grill serves modern_european food
",inform,food,modern european
HUMAN,phone number,ack,,
BOT,"the river bar steakhouse and grill is a great restaurant
",offer,name,the river bar steakhouse and grill
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,cheap spanish restaurant,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"la_raza serves spanish food in the cheap price range
",inform,pricerange,cheap
HUMAN,address,ack,,
BOT,"Sure , la_raza is on la_raza_address
",inform,addr,4 - 6 rose crescent
HUMAN,phone number,ack,,
BOT,"The phone number of la_raza is la_raza_phone
",inform,phone,01223 464550
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,moderately priced vanessa restaurant,inform,food,venetian
BOT,"I'm sorry but there is no restaurant serving venetian food
",canthelp,food,venetian
HUMAN,gastropub,inform,food,gastropub
BOT,"You are looking for a gastropub restaurant right ?
",expl-conf,food,gastropub
HUMAN,right,reqalts,,
BOT,"the cow pizza kitchen and bar serves gastropub food in the moderate price range
",inform,pricerange,moderate
HUMAN,address,ack,,
BOT,"Sure , the cow pizza kitchen and bar is on the_cow_pizza_kitchen_and_bar_address
",inform,phone,01223 308871
HUMAN,phone number,ack,,
BOT,"The phone number of the cow pizza kitchen and bar is the_cow_pizza_kitchen_and_bar_phone
",inform,phone,01223 308871
HUMAN,what area is it in,inform,area,north
BOT,"the cow pizza kitchen and bar is a nice place in the centre of town
",inform,area,centre
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,im looking for a restaurant in the south part of town,inform,area,south
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,i dont care,inform,this,dontcare
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,moderate,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_alimentum is a nice place in the south of town and the prices are moderate
",inform,area,south
HUMAN,do you have anything else,negate,,
BOT,"pizza_hut_cherry_hinton is a nice place in the south of town and the prices are moderate
",inform,area,south
HUMAN,can i have the phone number,request,slot,phone
BOT,"The phone number of pizza_hut_cherry_hinton is pizza_hut_cherry_hinton_phone
",inform,phone,01223 323737
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,south,inform,area,south
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,south,inform,area,south
BOT,"Did you say you are looking for a restaurant in the south of town ?
",expl-conf,area,south
HUMAN,yes,request,slot,addr
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,i dont care,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"the_lucky_star is a nice place in the south of town and the prices are cheap
",inform,area,south
HUMAN,can i have the address,request,slot,addr
BOT,"Sure , the_lucky_star is on the_lucky_star_address
",inform,phone,01223 244277
HUMAN,can i have the phone number,request,slot,phone
BOT,"The phone number of the_lucky_star is the_lucky_star_phone
",inform,phone,01223 244277
HUMAN,can i have the post code,request,slot,postcode
BOT,"The post code of the_lucky_star is the_lucky_star_post_code
",inform,phone,01223 244277
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,restaurant in west part of town,inform,area,west
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,vietnamese food,inform,food,vietnamese
BOT,"I'm sorry but there is no restaurant serving swiss food
",canthelp,food,swiss
HUMAN,vietnamese,inform,food,vietnamese
HUMAN,<SILENCE>,silence,,
BOT,"maharajah_tandoori_restaurant is a nice place in the west of town
",inform,area,west
HUMAN,viet,inform,food,thai
BOT,"maharajah_tandoori_restaurant is a great restaurant
",offer,name,maharajah tandoori restaurant
HUMAN,address and,repeat,,
BOT,"Sure , maharajah_tandoori_restaurant is on maharajah_tandoori_restaurant_address
",inform,phone,01223 358399
HUMAN,post code,affirm,,
BOT,"The post code of maharajah_tandoori_restaurant is maharajah_tandoori_restaurant_post_code
",inform,phone,01223 358399
HUMAN,phone number,ack,,
BOT,"The phone number of maharajah_tandoori_restaurant is maharajah_tandoori_restaurant_phone
",inform,phone,01223 358399
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,korean food,inform,food,korean
HUMAN,<SILENCE>,silence,,
BOT,"little_seoul serves korean food
",inform,food,korean
HUMAN,address phone number area,request,slot,area
BOT,"The phone number of little_seoul is little_seoul_phone
",inform,phone,01223 308681
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,west part of town creative food,inform,area,west
BOT,"Did you say you are looking for a restaurant in the west of town ?
",expl-conf,area,west
HUMAN,yes creative food,affirm,,
BOT,"I'm sorry but there is no restaurant serving creative food
",canthelp,food,creative
HUMAN,italian,inform,food,italian
BOT,"You are looking for a italian restaurant right ?
",expl-conf,food,italian
HUMAN,yes west part of town,inform,area,west
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,any,inform,food,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"la_margherita is a nice place in the west of town serving tasty italian food
",inform,area,west
HUMAN,phone number,ack,,
BOT,"la_margherita is a great restaurant
",offer,name,la margherita
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,what about indian food,reqalts,,
BOT,"I'm sorry but there is no restaurant serving vegetarian food
",canthelp,food,vegetarian
HUMAN,what about indian food,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_fen_ditton is a nice place in the east of town
",inform,area,east
HUMAN,im looking for indian food,inform,food,indian
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,it doesnt matter,inform,this,dontcare
BOT,"Let me confirm , You are looking for a restaurant and you dont care about the price range right ?
",expl-conf,pricerange,dontcare
HUMAN,right,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"sitar_tandoori is a nice place in the east of town serving tasty indian food
",inform,area,east
HUMAN,whats the address,request,slot,addr
BOT,"Sure , sitar_tandoori is on sitar_tandoori_address
",inform,phone,01223 249955
HUMAN,and the phone number,inform,food,spanish
BOT,"The phone number of sitar_tandoori is sitar_tandoori_phone
",inform,phone,01223 249955
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,looking for a moderately priced restaurant in the east part of town,inform,area,east
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,i dont care,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_fen_ditton is a nice place in the east of town and the prices are moderate
",inform,area,east
HUMAN,whats the address,request,slot,addr
BOT,"Sure , pizza_hut_fen_ditton is on pizza_hut_fen_ditton_address
",inform,addr,jesus lane fen ditton
HUMAN,and the phone number,inform,food,spanish
BOT,"The phone number of pizza_hut_fen_ditton is pizza_hut_fen_ditton_phone
",inform,phone,01223 323737
HUMAN,what type of food does it serve,request,slot,food
BOT,"pizza_hut_fen_ditton serves italian food
",inform,food,italian
HUMAN,thank you,repeat,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,looking for a moderately priced restaurant in the east part of town,inform,area,east
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,i dont care,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_fen_ditton is a nice place in the east of town and the prices are moderate
",inform,area,east
HUMAN,whats the address,request,slot,addr
BOT,"Sure , pizza_hut_fen_ditton is on pizza_hut_fen_ditton_address
",inform,addr,jesus lane fen ditton
HUMAN,whats the phone number,request,slot,phone
BOT,"The phone number of pizza_hut_fen_ditton is pizza_hut_fen_ditton_phone
",inform,phone,01223 323737
HUMAN,whats the post code,request,slot,postcode
BOT,"The post code of pizza_hut_fen_ditton is pizza_hut_fen_ditton_post_code
",inform,phone,01223 323737
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,looking for a restaurant in the east part of town,inform,area,east
HUMAN,<SILENCE>,silence,,
BOT,"the_missing_sock is a nice place in the east of town and the prices are cheap
",inform,area,east
HUMAN,whats the address,request,slot,addr
BOT,"Sure , the_missing_sock is on the_missing_sock_address
",inform,phone,01223 812660
HUMAN,and the post code,request,slot,postcode
BOT,"The post code of the_missing_sock is the_missing_sock_post_code
",inform,phone,01223 812660
HUMAN,thank you goodbye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,id like a cheap restaurant that serves steakhouse,inform,pricerange,cheap
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,it doesnt matter,inform,this,dontcare
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,steakhouse,inform,food,steakhouse
BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
HUMAN,yes,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"nandos_city_centre is in the cheap price range
",inform,pricerange,cheap
HUMAN,does it serve steakhouse food,affirm,,
BOT,"nandos_city_centre serves portuguese food
",inform,food,portuguese
HUMAN,i would like steakhouse food,inform,food,steakhouse
BOT,"I'm sorry but there is no restaurant serving steakhouse food
",canthelp,food,steakhouse
HUMAN,how about vietnamese food,inform,food,vietnamese
BOT,"nandos_city_centre is in the cheap price range
",inform,pricerange,cheap
HUMAN,i would like vietnamese food,inform,food,vietnamese
BOT,"thanh_binh serves vietnamese food in the cheap price range
",inform,pricerange,cheap
HUMAN,what is the phone number,request,slot,phone
BOT,"The phone number of thanh_binh is thanh_binh_phone
",inform,phone,01223 362456
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,it doesnt matter,inform,this,dontcare
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,doesnt matter,inform,this,dontcare
BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
HUMAN,yes,request,slot,addr
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,any price range,inform,area,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"meze_bar_restaurant serves turkish food
",inform,food,turkish
HUMAN,is there anything else,repeat,,
BOT,"anatolia serves turkish food
",inform,food,turkish
HUMAN,what is the address and post code,request,slot,addr
HUMAN,"anatolia is on anatolia_address
",request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"efes_restaurant serves turkish food
",inform,food,turkish
HUMAN,hello hello oh your on the phone yea,request,slot,phone
BOT,"I am sorry but there is no other turkish restaurant that matches your request
",canthelp.exception,name,efes restaurant
HUMAN,good bye,ack,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,id like a moderately priced restaurant that serves halal food,inform,pricerange,moderate
BOT,"I'm sorry but there is no restaurant serving halal food
",canthelp,food,halal
HUMAN,how about gastropub,inform,food,gastropub
HUMAN,<SILENCE>,silence,,
BOT,"hotel_du_vin_and_bistro is in the moderate price range
",inform,pricerange,moderate
HUMAN,does it serve gastropub,hello,,
HUMAN,<SILENCE>,silence,,
BOT,"hotel_du_vin_and_bistro serves european food
",inform,food,european
HUMAN,id like a restaurant that serves gastropub food,inform,food,gastropub
BOT,"the cow pizza kitchen and bar serves gastropub food in the moderate price range
",inform,pricerange,moderate
HUMAN,what is what area is it in,request,slot,area
BOT,"the cow pizza kitchen and bar is a nice place in the centre of town
",inform,area,centre
HUMAN,what is the address and phone number,request,slot,phone
BOT,"The phone number of the cow pizza kitchen and bar is the_cow_pizza_kitchen_and_bar_phone
",inform,phone,01223 308871
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,how about indian food,reqalts,,
BOT,"I'm sorry but there is no restaurant serving austrian food
",canthelp,food,austrian
HUMAN,how about indian food,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"taj_tandoori is a nice place in the south of town serving tasty indian food
",inform,area,south
HUMAN,what is the phone number,request,slot,phone
BOT,"The phone number of taj_tandoori is taj_tandoori_phone
",inform,phone,01223 412299
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,i need a restaurant in the east part of town,inform,area,east
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,how about indian food,reqalts,,
BOT,"I'm sorry but there is no restaurant serving traditional food
",canthelp,food,traditional
HUMAN,how about indian food,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"pipasha_restaurant is a nice place in the east of town
",inform,area,east
HUMAN,can i get the address,request,slot,addr
BOT,"Sure , pipasha_restaurant is on pipasha_restaurant_address
",inform,phone,01223 577786
HUMAN,can i get the phone number,request,slot,addr
BOT,"The phone number of pipasha_restaurant is pipasha_restaurant_phone
",inform,phone,01223 577786
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,can i get a moderate restaurant in the south part of town,inform,pricerange,moderate
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,i dont care,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_cherry_hinton is a nice place in the south of town and the prices are moderate
",inform,area,south
HUMAN,can i get the phone number,request,slot,addr
BOT,"The phone number of pizza_hut_cherry_hinton is pizza_hut_cherry_hinton_phone
",inform,phone,01223 323737
HUMAN,thank you goodbye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,can i get a restaurant in the east part of town that serves italian food,inform,area,east
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_fen_ditton is a nice place in the east of town serving tasty italian food
",inform,area,east
HUMAN,can i get the address,request,slot,addr
BOT,"Sure , pizza_hut_fen_ditton is on pizza_hut_fen_ditton_address
",inform,addr,jesus lane fen ditton
HUMAN,can i get the phone number,request,slot,addr
BOT,"The phone number of pizza_hut_fen_ditton is pizza_hut_fen_ditton_phone
",inform,phone,01223 323737
HUMAN,and the post code,request,slot,postcode
BOT,"The post code of pizza_hut_fen_ditton is pizza_hut_fen_ditton_post_code
",inform,phone,01223 323737
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,moderate price,confirm,pricerange,moderate
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,east,affirm,,
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,i dont care,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"curry_prince is a nice place in the east of town and the prices are moderate
",inform,area,east
HUMAN,may i have the address,request,slot,addr
BOT,"Sure , curry_prince is on curry_prince_address
",inform,phone,01223 566388
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,can i get,inform,this,dontcare
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,i dont care,inform,this,dontcare
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,vegetarian,inform,food,vegetarian
BOT,"I'm sorry but there is no restaurant serving vegetarian food
",canthelp,food,vegetarian
HUMAN,how about european,inform,food,european
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,i dont care,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"cambridge_lodge_restaurant serves european food
",inform,food,european
HUMAN,can i get the address,request,slot,addr
BOT,"Sure , cambridge_lodge_restaurant is on cambridge_lodge_restaurant_address
",inform,phone,01223 355166
HUMAN,and the phone number,inform,food,spanish
BOT,"The phone number of cambridge_lodge_restaurant is cambridge_lodge_restaurant_phone
",inform,phone,01223 355166
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,english food center part of town,inform,food,english
BOT,"Did you say you are looking for a restaurant in the centre of town ?
",expl-conf,area,centre
HUMAN,yes,request,slot,addr
BOT,"I'm sorry but there is no restaurant serving english food
",canthelp,food,english
HUMAN,british food,inform,food,british
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,dont care,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"cotto is a nice place in the centre of town serving tasty british food
",inform,area,centre
HUMAN,what is the address and phone number,request,slot,phone
BOT,"The phone number of cotto is cotto_phone
",inform,phone,01223 302010
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,expensive east part of town,inform,area,east
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,dont care,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"grafton_hotel_restaurant is a nice place in the east of town and the prices are expensive
",inform,area,east
HUMAN,is there anything else,repeat,,
BOT,"royal_standard is a nice place in the east of town and the prices are expensive
",inform,area,east
HUMAN,what is the address and phone number,request,slot,phone
BOT,"The phone number of royal_standard is royal_standard_phone
",inform,phone,01223 247877
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,belgium food,inform,food,belgian
BOT,"You are looking for a german restaurant right ?
",expl-conf,food,german
HUMAN,no belgium,affirm,,
BOT,"I'm sorry but there is no restaurant serving belgian food
",canthelp,food,belgian
HUMAN,british,inform,food,british
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,center,affirm,,
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,dont care,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"the_copper_kettle is a nice place in the centre of town serving tasty british food
",inform,area,centre
HUMAN,what is the address and phone number,request,slot,phone
BOT,"The phone number of the_copper_kettle is the_copper_kettle_phone
",inform,phone,01223 365068
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,expensive,inform,area,south
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,dont care,inform,this,dontcare
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,malaysian,inform,food,malaysian
BOT,"I'm sorry but there is no restaurant serving malaysian food
",canthelp,food,malaysian
HUMAN,korean,inform,food,korean
HUMAN,<SILENCE>,silence,,
BOT,"little_seoul serves korean food in the expensive price range
",inform,pricerange,expensive
HUMAN,what part of town,inform,area,west
BOT,"little_seoul is a great restaurant
",offer,name,little seoul
HUMAN,what is the address,request,slot,addr
BOT,"Sure , little_seoul is on little_seoul_address
",inform,phone,01223 308681
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,west,inform,area,west
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,west part of town,inform,area,west
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,doesnt matter,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"prezzo is a nice place in the west of town and the prices are moderate
",inform,area,west
HUMAN,what is the,request,slot,phone
BOT,"prezzo is a great restaurant
",offer,name,prezzo
HUMAN,what is the address,request,slot,addr
BOT,"Sure , prezzo is on prezzo_address
",inform,addr,21 - 24 northampton road
HUMAN,what is the phone number,request,slot,phone
BOT,"The phone number of prezzo is prezzo_phone
",inform,phone,01799 521260
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,im looking for a restaurant that serves german food,hello,,
BOT,"You are looking for a german restaurant right ?
",expl-conf,food,german
HUMAN,yea,ack,,
BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
HUMAN,how about french food,inform,food,french
BOT,"I'm sorry but there is no restaurant serving german food
",canthelp,food,german
HUMAN,a restaurant serving french food,inform,food,french
BOT,"You are looking for a german restaurant right ?
",expl-conf,food,german
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,persian food,inform,food,persian
BOT,"I'm sorry but there is no restaurant serving persian food
",canthelp,food,persian
HUMAN,indian food,inform,food,indian
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,east,affirm,,
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,cheap,inform,pricerange,cheap
BOT,"I'm sorry but there is no indian restaurant in the east of town and the cheap price range
",canthelp,"food, area, pricerange","indian, east, cheap"
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,fusion food,inform,food,fusion
BOT,"You are looking for a fusion restaurant right ?
",expl-conf,food,fusion
HUMAN,yes,request,slot,addr
BOT,"I'm sorry but there is no restaurant serving fusion food
",canthelp,food,fusion
HUMAN,vietnamese,inform,food,vietnamese
HUMAN,<SILENCE>,silence,,
BOT,"thanh_binh serves vietnamese food
",inform,food,vietnamese
HUMAN,whats the address,request,slot,addr
BOT,"Sure , thanh_binh is on thanh_binh_address
",inform,phone,01223 362456
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,thai food,inform,food,thai
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,center,affirm,,
BOT,"Did you say you are looking for a restaurant in the centre of town ?
",expl-conf,area,centre
HUMAN,yes,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"bangkok_city is a nice place in the centre of town serving tasty thai food
",inform,area,centre
HUMAN,<SILENCE>,silence,,
BOT,"I am sorry but there is no other thai restaurant in the centre of town
",canthelp.exception,name,bangkok city
HUMAN,<SILENCE>,silence,,
BOT,"bangkok_city is a nice place in the centre of town serving tasty thai food
",inform,area,centre
HUMAN,whats the address phone number and price,request,slot,addr
BOT,"The phone number of bangkok_city is bangkok_city_phone
",inform,phone,01223 354382
HUMAN,whats the price range,request,slot,postcode
BOT,"bangkok_city is in the expensive price range
",inform,pricerange,expensive
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,expensive restaurant,inform,area,south
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,north,inform,area,north
BOT,"Did you say you are looking for a restaurant in the north of town ?
",expl-conf,area,north
HUMAN,yes,request,slot,addr
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,fusion food,inform,food,fusion
BOT,"I'm sorry but there is no restaurant serving fusion food
",canthelp,food,fusion
HUMAN,asian_oriental,inform,food,asian oriental
HUMAN,<SILENCE>,silence,,
BOT,"saigon_city is a great restaurant serving expensive asian_oriental food in the north of town .
",inform,area,north
HUMAN,whats the phone number,request,slot,phone
BOT,"The phone number of saigon_city is saigon_city_phone
",inform,phone,01223 356555
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,expensive restaurant,inform,area,south
