ID	Value
msd555	राज\N_NN फिनो\CC_CCD नेहा\V_VM -\RD_PUNC धोआ\V_VM के\V_VAUX पुजा\N_NN -\RD_PUNC पाठ\N_NN कैलन\V_VM आउ\CC_CCD ध्यान\N_NN लगौलन\V_VM तो\PR_PRL सोना\N_NN के\PSP चिरई\N_NN आनके\V_VM बाँह\N_NN पर\PSP बइठ\V_VM गेल\V_VAUX ।\RD_PUNC
msd556	राजा\N_NN झट-पट\RD_ECH चिरई\N_NN के\PSP पकड़\V_VM के\V_VAUX निगल\V_VM गेलन\V_VAUX ।\RD_PUNC
msd557	ब्रह्माजी\N_NNP पहिल\PSP ही\RP_RPD चेता\V_VM देलकथिन\V_VAUX हल\V_VAUX कि\CC_CCS लइका\N_NN के\PSP कोई\PR_PRI बारह\QT_QTC बरस\N_NN तक\RP_RPD न\RP_NEG देखत\V_VM न\RP_NEG ऊ\PR_PRP बाहर\N_NST निकलत\V_VM ।\RD_PUNC
msd558	राजा\N_NN घरे\N_NN आन\V_VM के\V_VAUX राजमहल\N_NN में\PSP रानी\N_NN भिरू\PSP गेलन\V_VM ।\RD_PUNC
msd559	नवे\QT_QTO महीने\N_NN लड़का\N_NN जनम\N_NN लेलक\V_VM ।\RD_PUNC
msd56	तबलची\N_NN गमछा\N_NN के\PSP चपोत\V_VM के\V_VAUX जेब\N_NN मै\PSP रख\V_VM देलका\V_VAUX ।\RD_PUNC
msd560	रानी\N_NN आउ\CC_CCD लड़का\N_NN के\PSP महल\N_NN में\PSP सबहे\QT_QTF इंतजाम\N_NN कर\V_VM देल\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd561	लड़का\N_NN चनरमा\N_NN के\PSP ज्योति\N_NN नियन\RP_RPD हल\V_VM ।\RD_PUNC
msd562	११\QT_QTC बच्छर\N_NN बीतल\V_VM तो\PR_PRL लड़का\N_NN जिद्द\N_NN रोप\V_VM देलक\V_VAUX कि\CC_CCS हम\PR_PRP सिकार\N_NN खेले\V_VM जायब\V_VAUX ।\RD_PUNC
msd563	अगर\CC_CCS न\RP_NEG जाय\V_VM देवऽ\V_VAUX तो\PR_PRL हम\PR_PRP तरवार\N_NN से\PSP अपन\PR_PRP गरदन\N_NN काट\V_VM के\V_VAUX मर\N_NN जायब\V_VM ।\RD_PUNC
msd564	रानी\N_NN लचार\N_NN होके\V_VM हुकुम\N_NN दे\V_VM देलन\V_VAUX ।\RD_PUNC
msd565	लड़का\N_NN के\PSP साथे\PSP बड़ी\JJ मानी\RP_CL फउज\N_NN लगा\V_VM देल\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd566	राजा\N_NN के\PSP बेटा\N_NN सिकार\N_NN करइत\V_VM एगो\QT_QTC घनघोर\JJ जंगल\N_NN में\PSP पहुंचलन\V_VM आउ\CC_CCD उहई\DM_DMD रात\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd567	ऊ\PR_PRP एगो\QT_QTC पोखरा\N_NN पर\PSP पड़ाव\N_NN गिरा\V_VM देलन\V_VAUX ।\RD_PUNC
msd568	सिपाही\N_NN लइका\N_NN के\PSP बीच\N_NST में\PSP ।\RD_PUNC
msd569	﻿अहेरी\N_NNP कुमार\N_NNP आउ\CC_CCD बलकी\N_NNP कुमारी\N_NNP सुता\V_VM के\V_VAUX चारो\QT_QTC बगल\N_NST से\PSP पहरा\N_NN देवे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd57	दैत्य\N_NN कहलक\V_VM कि\CC_CCS देखलई\V_VM न\RP_NEG रानी\N_NN ,\RD_PUNC लालपरी\N_NN के\PSP लाल\JJ गमछा\N_NN मिललई\V_VM ।\RD_PUNC
msd570	ऐही\DM_DMD घड़ी\N_NN इन्द्रासन\N_NNP के\PSP दुगो\QT_QTC परी\N_NN अकास\N_NN में\PSP उड़ल\V_VM जाइत\V_VAUX हलन\V_VAUX ।\RD_PUNC
msd571	लड़का\N_NN के\PSP सुरत\N_NN देखके\V_VM ओहनी\PR_PRP कहलन\V_VM कि\CC_CCS अइसने\N_NN लड़की\N_NN के\PSP साथे\PSP एकरा\DM_DMD बिआह\N_NN होवे\V_VM के\V_VAUX चाही\V_VAUX ।\RD_PUNC
msd572	अकास\N_NN में\PSP सगरो\RB घूमेओली\JJ परी\N_NN सात\QT_QTC समुन्दर\N_NN गंडक\N_NNP पार\RP_RPD एगो\QT_QTC राजा\N_NN के\PSP अइसने\N_NN सुन्नर\JJ लड़की\N_NN देखलन\V_VM हल\V_VAUX ।\RD_PUNC
msd573	ऊ\PR_PRP चनरमा\N_NNP के\PSP जोति\N_NN नियन\RP_RPD बरऽ\V_VM हल\V_VAUX ।\RD_PUNC
msd574	से\PSP ओहनी\PR_PRP परियन\N_NN लइका\N_NN के\PSP पलंग\N_NN सहिते\PSP उड़ा\V_VM के\V_VAUX ले\V_VAUX गेलन\V_VAUX आउ\CC_CCD ऊ\PR_PRP लड़की\N_NN जहाँ\PR_PRL अपन\PR_PRP महल\N_NN के\PSP कोठा\N_NN पर\PSP सुतल\V_VM हल\V_VAUX ,\RD_PUNC आकरे\PR_PRP बगल\N_NST मे\PSP पलंग\N_NN रख\V_VM देलन\V_VAUX ।\RD_PUNC
msd575	एही\DM_DMD बीच\N_NST में\PSP जब\PR_PRL लड़की\N_NN के\PSP नीन\N_NN टूटल\V_VM तब\PR_PRL देखलक\V_VM कि\CC_CCS एगो\QT_QTC लड़का\N_NN सुतल\V_VM हे\V_VAUX ।\RD_PUNC
msd576	ओकर\PR_PRP सुरत\N_NN देखके\V_VM ऊ\PR_PRP मोहित\JJ हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd577	परी\N_NN लोग\N_NN अप्पन\PR_PRP पाँख\N_NN से\PSP खुब\RP_INTF जोर\RB से\PSP हवा\N_NN कैलन\V_VM तो\PR_PRL लड़की\N_NN के\PSP नीन\N_NN आ\V_VM गेल\V_VAUX बाकि\CC_CCD लड़का\N_NN के\PSP नीन\N_NN टूट\V_VM गेल\V_VAUX तो\PR_PRL देखलक\V_VM कि\CC_CCS राजमहल\N_NN मै\N_NN एगो\QT_QTC लड़की\N_NN के\PSP पलंग\N_NN भिरू\PSP सूतल\V_VM हे\V_VAUX ।\RD_PUNC
msd578	लड़की\N_NN के\PSP सूरत\N_NN देख\V_VM के\V_VAUX लड़का\N_NN मोहा\JJ गेल\V_VM ।\RD_PUNC
msd579	एतही\DM_DMD घड़ी\N_NN परी\N_NN लोग\N_NN फिनो\CC_CCD पाँख\N_NN से\PSP हवा\N_NN कैलन\V_VM तो\PR_PRL लड़की\N_NN के\PSP भी\RP_RPD नीन\N_NN दुट\V_VM गेल\V_VAUX ।\RD_PUNC
msd58	ई\DM_DMI गमछा\N_NN तोर\PR_PRP पति\N_NN के\PSP मिल\V_VM जयतो\V_VAUX तो\PR_PRL हम\PR_PRP जानबो\V_VM कि\CC_CCS हमर\PR_PRP बहिन\N_NN तोर\PR_PRP पति\N_NN से\PSP रहो\V_VM हई\V_VAUX ।\RD_PUNC
msd580	दुनो\QT_QTC सोचलन\V_VM कि\CC_CCS हम\PR_PRP सपना\N_NN तो\PR_PRL न\RP_NEG देखइत\V_VM ही\V_VAUX ।\RD_PUNC
msd581	फिन\CC_CCD लड़की\N_NN लड़का\N_NN से\PSP पुछलक\V_VM कि\CC_CCS अपने\PR_PRP के\PSP कहाँ\PR_PRQ मकान\N_NN हे\V_VM ।\RD_PUNC
msd582	लड़का\N_NN सब\QT_QTF हाल\N_NN बतौलक\V_VM तो\PR_PRL लड़कियो\N_NN अपन\PR_PRP हाल\N_NN कहलक\V_VM ।\RD_PUNC
msd583	बात\N_NN -\RD_PUNC बात\N_NN में\PSP दुनो\QT_QTC मे\PSP परेम\N_NN हो\V_VM गेल\V_VAUX आउ\CC_CCD दुनो\QT_QTC एक\QT_QTC -\RD_PUNC दुसर\QT_QTO के\PSP अँगूठी\N_NN बदल\V_VM लेलन\V_VAUX ।\RD_PUNC
msd584	एकरे\DM_DMD बीच\N_NST परी\N_NN लोग\N_NN खुब\RP_INTF जोर\RB -\RD_PUNC जोर\RB से\PSP पाँख\N_NN फड़फड़ा\V_VM के\V_VAUX हवा\N_NN कैलन\V_VM तो\PR_PRL ओहनी\N_NN दुनो\QT_QTC के\PSP फिनो\CC_CCD नीन\N_NN आ\V_VM गेल\V_VAUX ।\RD_PUNC
msd585	एकरा\DM_DMD बाद\PSP दुनो\QT_QTC परी\N_NN ओहनी\PR_PRP के\PSP पलंग\N_NN अदला\N_NN -\RD_PUNC बदला\N_NN करके\V_VM राजा\N_NN के\PSP लड़का\N_NN के\PSP ओही\DM_DMD जंगल\N_NN में\PSP आन\V_VM के\V_VAUX ओहिजे\DM_DMD पलंग\N_NN रख\V_VM देलन\V_VAUX जहाँ\PR_PRL सिपाही\N_NN लोग\N_NN पहरा\N_NN देइत\V_VM हलन\V_VAUX ।\RD_PUNC
msd586	सबरे\N_NN लड़का\N_NN उठल\V_VM तो\PR_PRL लड़की\N_NN के\PSP न\RP_NEG देखलक\V_VM ।\RD_PUNC
msd587	ऊ\PR_PRP ``\RD_PUNC हाय\RP_INJ बलकी\N_NNP कुमारी\N_NNP ,\RD_PUNC हाय\RP_INJ बलकी\N_NNP कुमारी\N_NNP ``\RD_PUNC कहके\V_VM चिल्लाय\V_VAUX लगल\V_VAUX ।\RD_PUNC
msd588	सिपाही\N_NN लोग\N_NN देखइत\V_VM हथ\V_VAUX कि\CC_CCS पलंग\N_NN दुसर\QT_QTO हे\V_VM आउ\CC_CCD एकर\PR_PRP अँगुठियो\N_NN दुसर\QT_QTO हे\V_VM ।\RD_PUNC
msd589	लड़का\N_NN कहलक\V_VM कि\CC_CCS हम\PR_PRP जब\PR_PRL सादी\N_NN करब\V_VM तो\PR_PRL ओही\DM_DMD लड़की\N_NN ``\RD_PUNC बलकी\N_NNP कुमारी\N_NNP ``\RD_PUNC से\PSP करब\V_VM ।\RD_PUNC
msd59	देख\V_VM ला\V_VAUX लाल\JJ गमछाह\N_NN हई\V_VM ।\RD_PUNC
msd590	एने\DM_DMD जब\PR_PRL लड़की\N_NN के\PSP नीन\N_NN टूटल\V_VM आउ\CC_CCD लड़का\N_NN के\PSP न\RP_NEG देखलक\V_VM तऽ\CC_CCS ``\RD_PUNC हाय\RP_INJ अहेरी\N_NNP कुमारा\N_NN ,\RD_PUNC हाय\RP_INJ अहेरी\N_NNP कुमार\N_NNP ``\RD_PUNC कहके\V_VM रोवे\V_VAUX लगल\V_VAUX ।\RD_PUNC
msd591	सबे\QT_QTF लोग\N_NN देखके\V_VM कहलन\V_VM कि\CC_CCS लड़की\N_NN पगला\N_NN गेल\V_VM हे\V_VAUX ।\RD_PUNC
msd592	बाकि\CC_CCD एकरा\DM_DMD बाद\PSP देखइत\V_VM हथ\V_VAUX कि\CC_CCS पलंग\N_NN दुसर\QT_QTO हे\V_VAUX आउ\CC_CCD हाथ\N_NN में\PSP अँगूठी\N_NN भी\RP_RPD दूसर\QT_QTO हे\V_VM ।\RD_PUNC
msd593	तब\PR_PRL लड़की\N_NN बोलल\V_VM कि\CC_CCS जब\PR_PRL हम\PR_PRP बिआह\N_NN करब\V_VM तो\PR_PRL ``\RD_PUNC अहेरी\N_NNP कुमार\N_NNP ``\RD_PUNC से\PSP ही\RP_RPD करब\V_VM ।\RD_PUNC
msd594	दुनो\QT_QTC दने\N_NN के\PSP राजा\N_NN ही\RP_RPD से\PSP नउवा\N_NN -\RD_PUNC ब्राह्मन\N_NN लड़का\N_NN -\RD_PUNC लड़की\N_NN खोजे\V_VM निकलन\V_VAUX कि\CC_CCS अहेरी\N_NNP कुमार\N_NNP कहवाँ\PR_PRQ के\PSP लड़का\N_NN हे\V_VM आउ\CC_CCD बलकी\N_NN कुमारी\N_NNP कहवाँ\PR_PRQ के\PSP लड़की\N_NN हे\V_VM ।\RD_PUNC
msd595	अगर\CC_CCS पता\N_NN चल\V_VM जाय\V_VAUX तो\PR_PRL दुनो\QT_QTC के\PSP बिआह\N_NN हो\V_VM जायत\V_VAUX ।\RD_PUNC
msd596	खोजइत\V_VM -\RD_PUNC खोजइत\V_VM थकल\V_VM -\RD_PUNC पिआसल\V_VM दुनो\QT_QTC दने\N_NN के\PSP नउवा\N_NN -\RD_PUNC ब्राह्मन\N_NN एके\QT_QTC जगह\N_NN पर\PSP जुट\V_VM गेलन\V_VAUX ।\RD_PUNC
msd597	दुनो\QT_QTC दने\N_NN से\PSP पुछा-पाछी\V_VM होवे\V_VAUX लगल\V_VAUX तो\PR_PRL सबहे\QT_QTF हाल\N_NN मालूम\V_VM हो\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd598	सब\QT_QTF के\PSP बड़\RP_INTF खुसी\JJ भेल\V_VM आउ\CC_CCD ओही\DM_DMD जगह\N_NN पर\PSP गनना-मनना\V_VM कैल\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd599	निश्चित\JJ समय\N_NN पर\PSP लड़का\N_NN -\RD_PUNC लड़की\N_NN के\PSP बिआह\N_NN भे\V_VM गेल\V_VAUX ।\RD_PUNC
msd6	रानी\N_NN चुप्पे\RB उठ\V_VM गेलई\V_VAUX आउ\CC_CCD रसोईघर\N_NN मे\PSP जाके\V_VM एक\QT_QTC थारी\N_NN में\PSP छवो\QT_QTC रस\N_NN के\PSP भोजन\N_NN लेलकई\V_VM आउ\CC_CCD बाहर\N_NN चल\V_VM गेलई\V_VAUX ।\RD_PUNC
msd60	नाच\N_NN खतम\N_NN होते\V_VM झट\RB वजीर\N_NN खटिया\N_NN तर\PSP आन\V_VM के\V_VAUX पड़\V_VM रहल\V_VAUX ।\RD_PUNC
msd600	लड़का\N_NN रोसगद्दी\N_NN कराके\V_VM लड़की\N_NN के\PSP अपने\PR_PRP घरे\N_NN ले\V_VM अयलक\V_VAUX आउ\CC_CCD खुसी\V_VAUX में\PSP रह\V_VM के\V_VAUX राज-पाट\N_NN चलावे\V_VM लगल\V_VAUX ।\RD_PUNC
msd601	﻿दइतिन\N_NN बहिन\N_NN के\PSP करमात\N_NN
msd602	उनका\PR_PRP एगो\QT_QTC बेटा\N_NN हल\V_VM ।\RD_PUNC
msd603	जब\PR_PRL बेटा\N_NN छव\QT_QTC -\RD_PUNC सात\QT_QTC साल\N_NN के\PSP हो\V_VM गेल\V_VAUX तब\PR_PRL पढ़े\V_VM ला\PSP पाठसाला\N_NN में\PSP जाय\V_VM लगल\V_VAUX ।\RD_PUNC
msd604	फिनो\CC_CCD राजा\N_NN के\PSP एगो\QT_QTC दइतिन\N_NN लड़की\N_NN जनम\N_NN लेलक\V_VM ।\RD_PUNC
msd605	जब\PR_PRL राजा\N_NN के\PSP एकर\DM_DMD जानकारी\N_NN भेल\V_VM तऽ\CC_CCS ऊ\PR_PRP अप्पन\PR_PRP बेटा\N_NN के\PSP कहलन\V_VM कि\CC_CCS तू\PR_PRP जा\V_VM के\PSP लड़की\N_NN के\PSP तलबार\N_NN से\PSP मूँड़ी\N_NN काट\V_VM दे\V_VAUX ।\RD_PUNC
msd606	बेटा\N_NN तलवार\N_NN लेके\V_VM मूँड़ी\N_NN काटे\V_VM चलल\V_VAUX तब\PR_PRL माय\N_NN बोलल\V_VM -\RD_PUNC तोरा\PR_PRP हम\PR_PRP जनमउली\V_VM हे\V_VAUX आउ\CC_CCD एकरा\DM_DMD हमर\PR_PRP कोख\N_NN से\PSP का\PR_PRQ जनम\N_NN न\RP_NEG भेल\V_VM हे\V_VAUX ।\RD_PUNC
msd607	बेटा\N_NN उहाँ\DM_DMD से\PSP लौट\N_NN के\PSP चल\V_VM आयल\V_VAUX आउ\CC_CCD बाप\N_NN के\PSP पास\N_NST सब\QT_QTF हाल\N_NN कहलक\V_VM ।\RD_PUNC
msd608	राजा\N_NN सुनलन\V_VM तो\PR_PRL एँड़ी\N_NN के\PSP लहर\N_NN कपार\N_NN पर\PSP चढ़\V_VM गेल\V_VAUX तुरत\N_NN तलवार\N_NN उठाके\V_VM लड़की\N_NN के\PSP मूँडी\N_NN काटे\V_VM चललन\V_VAUX तब\PR_PRL रानी\N_NN देख\V_VM के\V_VAUX कहलन\V_VAUX कि\CC_CCS अब\RB हम\PR_PRP कउन\PR_PRQ उपाय\N_NN करूँ\V_VM ।\RD_PUNC
msd609	राजा\N_NN से\PSP रानी\N_NN कहलन\V_VM -\RD_PUNC पहिले\QT_QTO लड़की\N_NN के\PSP सूरत\N_NN देख\V_VM लेई\V_VAUX ।\RD_PUNC
msd61	दैत्य\N_NN आउ\CC_CCD रानी\N_NN खटिया\N_NN पर\PSP बइठलन\N_NN आउ\CC_CCD खटिया\N_NN उड़ल\V_VM ।\RD_PUNC
msd610	जब\PR_PRL गोदी\N_NN में\PSP लेके\V_VM लड़की\N_NN के\PSP सूरत\N_NN निहारलन\V_VM तो\PR_PRL मोह\JJ आ\V_VM गेल\V_VAUX आउ\CC_CCD लड़की\N_NN के\PSP छोड़\V_VM देलन\V_VAUX ।\RD_PUNC
msd611	जब\PR_PRL लड़की\N_NN जवान\N_NN हो\V_VM गेल\V_VAUX तो\PR_PRL सहर\N_NN के\PSP सब\QT_QTF लोग\N_NN के\PSP पारा-पारी\RB खाय\V_VM लगल\V_VAUX ।\RD_PUNC
msd612	लोग\N_NN डर\N_NN के\PSP मारे\V_VM भागे\V_VAUX लगलन\V_VAUX ।\RD_PUNC
msd613	राजा\N_NN के\PSP सम्पत्ति\N_NN ओरा\N_NN देलक\V_VM ।\RD_PUNC
msd614	घोड़सार\N_NN के\PSP सबहे\QT_QTF घोड़ा\N_NN ,\RD_PUNC सबहे\QT_QTF जनावर\N_NN के\PSP खा\V_VM गेल\V_VAUX ।\RD_PUNC
msd615	एक\QT_QTC दिन\N_NN सोचलक\V_VM कि\CC_CCS ई\DM_DMI बाप\N_NN के\PSP भी\RP_RPD काहे\CC_CCS न\RP_NEG खा\V_VM जाऊँ\V_VAUX कि\CC_CCS हम्मर\PR_PRP राज-पाट\N_NN हो\V_VM जाय\V_VAUX ।\RD_PUNC
msd616	एही\DM_DMD सोचके\V_VM एक\QT_QTC दिन\N_NN दइतिन\N_NN राजा\N_NN के\PSP दरबार\N_NN में\PSP बइठले\V_VM में\PSP जाके\V_VM खा\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd617	परजा\N_NN लोग\N_NN देखके\V_VM भाग\V_VM चललन\V_VAUX ।\RD_PUNC
msd618	एकरा\DM_DMD बाद\PSP अप्पन\PR_PRP माय\N_NN के\PSP भी\RP_RPD खा\V_VM गेल\V_VAUX ।\RD_PUNC
msd619	दइतिन\N_NN लड़की\N_NN सब\QT_QTF के\PSP खा\V_VM के\V_VAUX निश्चिन्त\JJ होके\V_VM बाहर\N_NST के\PSP बचल-खुचल\N_NN अमदी\N_NN के\PSP खाय\V_VM लगल\V_VAUX ।\RD_PUNC
msd62	लाल\JJ गमछा\N_NN के\PSP बात\N_NN होइते\V_VM हल\V_VAUX कि\CC_CCS खटिया\N_NN दैत्य\N_NN के\PSP महल\N_NN में\PSP आ\V_VM गिरल\V_VAUX ।\RD_PUNC
msd620	फिर\CC_CCD सोचलक\V_VM कि\CC_CCS भइयो\N_NN के\PSP भी\RP_RPD काहे\CC_CCS न\RP_NEG खा\V_VM जाऊँ\V_VAUX कि\CC_CCS एकदम\RP_INTF निफिकरे\RB होके\V_VM कुलेल\V_VAUX करब\V_VAUX ।\RD_PUNC
msd621	एक\QT_QTC दिन\N_NN जब\PR_PRL ओकर\PR_PRP भाई\N_NN पढ़\V_VM के\V_VAUX रस्ता\N_NN में\PSP आवइत\V_VM हल\V_VAUX तो\PR_PRL एगो\QT_QTC बुढ़िया\N_NN कहलक\V_VM कि\CC_CCS ``\RD_PUNC भागा\V_VM जा\V_VAUX बबुआा\N_NN ,\RD_PUNC न\RP_NEG तो\PR_PRL तोहरो\PR_PRP बहिन\N_NN तोहरो\PR_PRP खा\V_VM जतबऽ\V_VAUX ।\RD_PUNC
msd622	सभे\QT_QTF के\PSP तो\PR_PRL खाइये\V_VM गेल्थुन\V_VAUX ।\RD_PUNC
msd623	लड़का\N_NN के\PSP विसवास\N_NN न\RP_NEG भेल\V_VM ।\RD_PUNC
msd624	घरे\N_NN आयल\V_VM तो\PR_PRL ओकर\PR_PRP बहिन\N_NN नस्ता\N_NN करे\V_VM ला\PSP रोटी\N_NN दे\V_VM देलक\V_VAUX आउ\CC_CCD सहर\N_NN में\PSP अदमी\N_NN के\PSP खाय\V_VM गेल\V_VAUX आउ\CC_CCD ओने\DM_DMD से\PSP खाके\V_VM आयल\V_VAUX तो\PR_PRL ओकरो\PR_PRP खाय\V_VM ला\PSP सोचलक\V_VM ।\RD_PUNC
msd625	एकरा\PR_PRP में\PSP दमे\N_NN का\PR_PRQ हे\V_VM ।\RD_PUNC
msd626	जब\PR_PRL लड़का\N_NN नस्ता\N_NN करइत\V_VM हल\V_VAUX तो\PR_PRL एगो\QT_QTC मूस\N_NN निकल\V_VM के\V_VAUX कहलक\V_VAUX कि\CC_CCS ए\RP_INJ राजा\N_NN के\PSP लड़का\N_NN तू\PR_PRP निफिकिरे\RB बइठ\V_VM के\V_VAUX नस्ता\N_NN करइत\V_VM हऽ\V_VAUX बाकि\CC_CCD तोर\PR_PRP परान\N_NN न\RP_NEG बचतवऽ\V_VM ।\RD_PUNC
msd627	तोहर\PR_PRP बहिन\N_NN अभी\RB सहर\N_NN के\PSP अदमी\N_NN के\PSP खाय\V_VM गेलथुन\V_VAUX हे\V_VAUX आउ\CC_CCD आके\V_VM तोहरा\PR_PRP खा\V_VM जथुन\V_VAUX ।\RD_PUNC
msd628	एकरे\N_NN पर\PSP लड़का\N_NN कहलक\V_VM -\RD_PUNC ए\RP_INJ भाई\N_NN ,\RD_PUNC तऽ\CC_CCS हमर\PR_PRP जान\N_NN बचे\V_VM के\PSP कोई\PR_PRI उपाय\N_NN न\RP_NEG हे\V_VM ।\RD_PUNC
msd629	तूँ\PR_PRP एतना\QT_QTF बतवले\V_VM तो\PR_PRL ऐहू\N_NN बताव\V_VM ।\RD_PUNC
msd63	रानी\N_NN के\PSP आवे\V_VM के\V_VAUX बेरा\N_NN हो\V_VM गेलई\V_VAUX हल\V_VAUX ।\RD_PUNC
msd630	मुस\N_NN कहलक\V_VM कि\CC_CCS ``\RD_PUNC तोहर\PR_PRP बाप\N_NN के\PSP कोठरी\N_NN में\PSP एगो\QT_QTC घोड़ा\N_NN के\PSP ताला\N_NN बंद\N_NN करके\V_VM रखल\V_VAUX हवऽ\V_VAUX ।\RD_PUNC
msd631	ओकर\PR_PRP चाभी\N_NN ताखा\N_NN पर\PSP रखल\V_VM हवऽ\V_VAUX ।\RD_PUNC
msd632	देखऽ\V_VM अगर\CC_CCS ऊ\PR_PRP बचइत\V_VM होवे\V_VAUX तो\PR_PRL तु\PR_PRP भाग\V_VM जा\V_VAUX सकऽ\V_VAUX हऽ\V_VAUX ।\RD_PUNC
msd633	ऊ\PR_PRP तुरत\RB नस्ता\N_NN छोड़के\V_VM गेल\V_VAUX आउ\CC_CCD ताला\N_NN खोल\V_VM के\V_VAUX घोड़ा\N_NN पर\PSP सवार\N_NN होके\V_VM भाग\V_VAUX चलल\V_VAUX ।\RD_PUNC
msd634	एतने\N_NN बीच\N_NN में\PSP दइतिन\N_NN आयल\V_VM आउ\CC_CCD भाई\N_NN के\PSP न\RP_NEG देखलक\V_VM तो\PR_PRL सगरो\RB खोजलक\V_VM बाकि\CC_CCD कनहूँ\RB न\RP_NEG देखाई\V_VM परल\V_VAUX तो\PR_PRL सतमंजिला\N_NN छत\N_NN पर\PSP चढ़के\V_VM देखलक\V_VAUX कि\CC_CCS ऊ\PR_PRP भाग\V_VM जाइत\V_VAUX हे\V_VAUX तो\PR_PRL ऊ\PR_PRP भी\RP_RPD पीछे\N_NST -\RD_PUNC पीछे\N_NST पकड़े\V_VM खातिर\PSP दउड़ल\V_VM बाकि\CC_CCD पकड़ा\V_VM न\RP_NEG सकल\V_VM ।\RD_PUNC
msd635	एकरे\N_NN पर\PSP दइतिन\N_NN कहलक\V_VM कि\CC_CCS जो\V_VM -\RD_PUNC जो\V_VM तू\PR_PRP कहां\PR_PRQ जयवे\V_VM ।\RD_PUNC
msd636	फिन\CC_CCD तो\PR_PRL अयवे\V_VM करवें\V_VAUX ।\RD_PUNC
msd637	राजा\N_NN के\PSP लड़का\N_NN एगो\QT_QTC भारी\JJ जंगल\N_NN में\PSP पहुँचलन\V_VM आउ\CC_CCD घोड़ा\N_NN के\PSP एगो\QT_QTC बड़का\JJ गो\RP_CL बड़\JJ के\PSP पेड़\N_NN के\PSP नीचे\N_NST छोड़\V_VM देलन\V_VAUX आउ\CC_CCD कहलन\V_VM कि\CC_CCS ए\DM_DMD घोड़ा\N_NN ,\RD_PUNC तूँ\PR_PRP एगो\QT_QTC जगुन\N_NN चर-चुर\V_VM के\V_VAUX अप्पन\PR_PRP जीवन\N_NN ।\RD_PUNC
msd638	﻿दइतिन\N_NN बहिन\N_NN के\PSP करमात\N_NN बीतइहऽ\V_VM ।\RD_PUNC
msd639	बारह\QT_QTC बरीस\N_NN आसा-पुराई\N_NN देख\V_VM के\V_VAUX अप्पन\PR_PRP परान\N_NN छोड़\V_VM दीहऽ\V_VAUX ।\RD_PUNC
msd64	बाकि\CC_CCD दैत्य\N_NN फेर\RB लाल\JJ गमछा\N_NN के\PSP इयाद\N_NN करावे\V_VM लाल\V_VM तलगुत\RB वजीर\N_NN के\PSP मौका\N_NN मिलल\V_VM आओ\RD_UNK घुसुक\RB के\PSP घर\N_NN से\PSP वाहर\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd640	एतना\QT_QTF कहके\V_VM राजा\N_NN के\PSP लड़का\N_NN पैदले\N_NN जंगल\N_NN में\PSP चल\V_VM देलन\V_VAUX ।\RD_PUNC
msd641	चलइत-चलइत\V_VM जंगल\N_NN में\PSP एगो\QT_QTC कुटिया\N_NN देखाई\V_VM पड़ल\V_VAUX ।\RD_PUNC
msd642	ऊ\PR_PRP कुटिया\N_NN में\PSP कोई\PR_PRI चीज\N_NN के\PSP कमी\N_NN नऽ\RP_NEG हल\V_VM ।\RD_PUNC
msd643	ऊ\PR_PRP कुटिया\N_NN में\PSP भगवान\N_NN के\PSP हार\N_NN भेजल\V_VM समझके\V_VAUX खाय\V_VAUX -\RD_PUNC पीये\V_VAUX आउ\CC_CCD रहे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd644	एक\QT_QTC दिन\N_NN कुटिया\N_NN के\PSP दुहारी\N_NN पर\PSP एगो\QT_QTC सियार\N_NN आन\V_VM के\V_VAUX बइठ\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd645	साधुजी\N_NN जब\PR_PRL भोजन\N_NN कयलन\V_VM तब\PR_PRL सियार\N_NN के\PSP भी\RP_RPD देलन\V_VM ।\RD_PUNC
msd646	सियार\N_NN के\PSP बढ़ियाँ\JJ भोजन\N_NN मिलल\V_VM तो\PR_PRL ओहीं\DM_DMD पर\PSP रहे\V_VM लगल\V_VAUX ।\RD_PUNC
msd647	सियार\N_NN रोज\RB -\RD_PUNC रोज\RB साधुजी\N_NN से\PSP भोजन\N_NN पावे\V_VM लाल\V_VAUX आउ\CC_CCD खा\V_VM -\RD_PUNC खा\V_VM के\PSP मोटा\JJ गेल\V_VM ।\RD_PUNC
